R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
119,37,102,12,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\1.png
253,3,123,9,15,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\2.png
79,51,213,0,0,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\3.png
2,159,58,3,2,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\4.png
146,64,243,7,20,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\5.png
10,25,22,8,4,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\6.png
151,234,242,6,4,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\7.png
200,150,252,8,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\8.png
183,42,39,8,0,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\9.png
61,168,144,4,20,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\10.png
22,175,171,8,2,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\11.png
71,62,204,4,22,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\12.png
138,167,161,7,3,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\13.png
39,247,213,4,11,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\14.png
230,112,229,7,22,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\15.png
144,9,64,10,16,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\16.png
127,228,53,4,21,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\17.png
82,184,205,6,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\18.png
73,59,237,9,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\19.png
131,199,101,4,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\20.png
171,165,49,11,1,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\21.png
150,24,65,7,2,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\22.png
64,63,161,6,0,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\23.png
186,43,59,9,17,C:\Users\longw\Desktop\G Drive\Praca_inżynierska\Engineering_Thesis\backups\images\220123_12360209\blocks\24.png
