R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
58,55,75,70,104,
41,150,36,10,85,
4,233,97,13,97,
109,204,72,71,118,
241,98,250,20,93,
51,87,53,45,35,
28,246,187,25,56,
84,214,35,71,104,
12,4,51,38,32,
35,16,165,62,23,
179,95,204,71,124,
110,167,230,70,122,
100,203,29,71,117,
96,93,60,70,119,
173,250,68,15,97,
229,230,59,71,105,
24,191,172,12,93,
24,200,60,16,84,
162,8,175,70,124,
60,253,214,25,63,
220,253,44,71,110,
207,242,50,71,109,
117,225,64,71,111,
64,56,70,36,11,
61,182,241,26,57,
200,158,217,18,56,
214,144,251,16,52,
236,212,230,17,96,
226,119,134,71,112,
90,216,214,26,63,
56,228,191,52,40,
180,164,99,71,107,
160,31,237,70,125,
174,14,29,70,120,
101,108,97,70,108,
97,221,19,70,109,
145,69,106,70,118,
9,91,41,8,87,
22,134,241,47,103,
183,168,224,71,125,
100,170,85,71,113,
93,161,148,23,35,
165,146,32,71,114,
159,36,21,70,113,
8,40,106,42,10,
187,132,129,71,108,
102,169,254,17,23,
41,167,16,12,84,
92,37,54,45,34,
80,30,63,39,6,
87,60,25,37,2,
211,51,81,71,106,
37,174,203,52,92,
58,200,70,20,94,
30,40,123,43,117,
161,89,237,71,119,
246,139,46,71,115,
81,166,140,23,48,
194,224,194,13,23,
208,181,18,71,116,
104,218,81,13,84,
224,57,13,70,110,
191,91,47,70,111,
30,147,205,14,94,
146,3,98,70,112,
165,19,251,70,126,
53,223,169,55,90,
100,159,249,16,24,
3,204,28,9,86,
220,210,84,18,96,
27,100,61,17,97,
85,184,113,15,84,
246,109,34,16,97,
168,190,209,11,85,
64,11,60,47,31,
232,27,188,14,84,
193,137,119,19,95,
118,211,102,45,37,
173,14,138,70,105,
241,25,96,70,106,
116,74,214,16,53,
101,190,108,18,55,
58,178,128,45,36,
19,138,209,47,93,
218,159,128,13,22,
182,121,211,13,24,
58,111,113,27,49,
0,63,30,3,23,
219,143,176,71,120,
185,124,44,70,107,
163,49,192,70,121,
202,226,34,14,23,
146,168,205,15,52,
126,189,203,54,86,
100,180,178,14,97,
228,22,46,70,114,
26,82,238,47,110,
16,197,156,28,71,
157,156,178,13,25,
225,36,248,70,123,
1,140,99,12,87,
192,7,250,70,127,
253,186,94,16,95,
57,110,19,45,40,
94,246,139,9,87,
28,15,193,21,45,
4,82,163,50,78,
8,239,98,56,89,
125,7,74,17,52,
10,140,9,21,89,
217,179,209,16,94,
32,88,177,40,15,
239,216,162,16,96,
109,213,6,70,115,
113,72,206,17,53,
120,64,99,70,116,
172,53,68,70,117,
224,14,96,25,45,
226,140,36,13,26,
170,18,237,46,39,
164,62,146,23,49,
211,220,234,26,49,
202,10,253,20,89,
42,24,104,44,119,
81,35,105,24,38,
6,133,252,47,102,
125,225,85,16,30,
139,24,177,23,36,
87,227,150,19,92,
142,94,19,21,91,
230,61,48,21,90,
142,234,90,45,38,
251,236,79,20,92,
33,182,181,11,96,
203,89,10,34,119,
26,77,19,44,37,
20,48,30,46,31,
3,200,254,46,95,
143,236,19,53,85,
11,120,5,41,6,
156,47,27,38,2,
48,184,7,20,87,
121,49,74,12,23,
3,108,156,45,90,
143,42,87,47,30,
245,236,252,17,95,
209,5,85,38,55,
85,83,16,37,1,
113,121,106,13,27,
178,168,191,71,126,
55,1,239,37,91,
174,98,61,14,47,
161,228,49,45,39,
183,217,150,10,86,
12,160,49,12,22,
48,153,58,23,31,
157,63,156,20,33,
249,179,66,19,94,
111,52,252,46,40,
233,66,144,20,90,
105,168,92,20,88,
153,145,142,19,56,
14,120,9,24,34,
97,219,247,12,86,
65,69,172,46,34,
53,40,12,38,108,
84,34,69,38,3,
188,93,177,17,30,
216,224,132,19,93,
155,103,18,21,92,
201,83,146,19,57,
100,25,70,47,38,
10,118,240,47,98,
154,188,6,29,70,
62,37,205,38,91,
1,60,56,66,96,
30,77,75,24,37,
59,15,6,39,125,
146,55,217,33,120,
27,202,215,27,59,
125,38,72,38,33,
41,120,111,14,48,
31,76,144,38,93,
2,35,221,45,91,
202,149,209,71,123,
219,36,127,23,34,
23,151,50,14,24,
33,137,234,47,86,
159,125,155,27,50,
110,97,26,38,46,
98,33,240,45,125,
169,163,146,26,50,
25,171,212,24,54,
69,227,59,13,28,
118,12,149,45,127,
47,222,97,22,34,
209,191,187,20,91,
209,173,152,17,94,
248,203,47,18,95,
49,112,106,14,25,
78,233,212,54,38,
159,46,79,24,35,
151,133,183,22,36,
134,45,169,14,26,
31,173,211,9,93,
115,72,196,22,32,
179,35,144,15,51,
198,97,193,71,122,
196,97,152,34,118,
170,78,140,23,47,
225,170,127,16,29,
122,129,187,14,28,
118,94,83,39,37,
84,104,81,18,57,
53,146,8,36,5,
221,175,10,29,69,
90,241,178,16,85,
198,72,85,14,51,
153,249,21,24,43,
175,50,9,46,32,
53,190,2,49,48,
106,139,50,21,32,
36,28,145,66,125,
186,121,195,71,121,
70,57,213,39,26,
58,194,181,55,87,
8,49,178,16,44,
62,142,168,14,29,
153,5,158,46,36,
94,33,172,39,5,
227,81,42,16,51,
223,126,161,10,95,
252,100,235,49,49,
247,224,129,18,94,
201,80,28,39,4,
228,82,111,8,88,
31,144,90,17,56,
203,182,43,22,35,
178,200,15,19,33,
116,37,112,38,44,
168,43,23,40,7,
125,2,192,42,111,
81,91,107,48,37,
145,133,109,14,46,
25,66,65,25,41,
220,199,188,9,88,
146,152,97,37,97,
247,27,162,22,37,
235,128,118,23,40,
224,242,47,15,95,
63,14,113,47,39,
78,175,18,34,102,
91,222,56,22,30,
55,124,61,69,124,
109,168,244,21,39,
187,191,194,15,96,
210,116,5,38,49,
41,146,92,20,32,
247,80,203,17,29,
4,129,184,45,97,
100,54,212,24,59,
101,214,229,25,62,
63,236,45,15,29,
53,156,233,25,65,
204,216,190,12,85,
162,88,130,14,52,
8,9,99,53,48,
141,178,141,15,85,
219,87,178,23,39,
73,18,107,39,3,
23,43,155,30,106,
182,228,123,15,94,
243,124,201,28,68,
229,201,223,21,38,
150,150,9,34,101,
220,8,145,38,78,
240,80,212,16,28,
18,129,123,56,88,
248,43,27,37,13,
11,34,198,43,91,
92,72,164,23,46,
230,213,89,13,85,
112,140,225,17,28,
57,239,138,22,59,
159,208,254,55,88,
246,189,139,28,69,
235,37,32,25,36,
2,6,27,47,123,
84,30,223,37,92,
118,217,122,24,41,
64,190,242,26,66,
31,12,233,31,108,
216,208,20,37,96,
158,75,64,40,4,
175,211,74,25,49,
113,31,101,39,2,
247,22,120,36,105,
10,100,100,18,85,
93,197,29,48,49,
19,106,36,39,49,
142,187,151,50,49,
243,99,167,10,88,
234,66,168,14,27,
199,13,169,14,20,
116,248,7,15,23,
234,251,193,54,95,
224,243,245,10,94,
205,17,46,38,1,
253,75,132,24,60,
206,37,209,18,28,
227,145,180,9,89,
94,178,31,69,125,
90,24,130,40,0,
75,76,127,16,50,
188,45,22,35,5,
19,94,174,19,19,
209,43,94,35,111,
120,243,4,38,99,
26,152,141,56,90,
79,217,148,9,90,
242,132,65,17,55,
249,195,203,52,85,
151,121,180,15,28,
109,37,35,39,7,
144,10,109,39,108,
115,166,128,21,59,
21,63,89,20,10,
68,12,170,44,120,
179,233,3,16,21,
249,49,127,23,33,
199,106,159,23,41,
177,21,218,18,33,
234,90,221,24,42,
99,51,247,45,126,
230,107,115,21,58,
202,78,166,18,35,
245,21,131,39,22,
157,80,226,22,38,
19,101,51,38,70,
88,198,145,22,31,
112,225,103,24,61,
32,145,227,27,61,
