R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
89,248,116,33,121,
65,150,175,69,51,
159,178,196,55,63,
50,237,73,28,125,
141,192,230,66,63,
200,238,97,63,63,
166,222,71,33,102,
12,207,197,56,122,
56,51,127,63,60,
169,187,249,47,59,
157,41,107,24,63,
167,122,163,54,63,
176,190,93,60,54,
217,254,36,28,117,
41,183,199,68,63,
47,112,102,32,122,
114,28,127,24,62,
157,118,31,44,80,
143,189,181,67,63,
244,88,216,45,63,
159,87,252,47,68,
115,87,88,31,106,
5,131,109,30,9,
65,81,42,40,90,
48,198,139,33,15,
123,25,186,51,59,
175,21,163,43,50,
112,85,152,31,107,
223,210,236,46,67,
75,5,254,54,62,
222,34,2,39,49,
144,103,190,52,63,
129,55,25,41,49,
3,131,149,71,103,
27,130,15,42,3,
36,232,109,24,124,
132,121,44,35,105,
13,208,43,28,9,
165,121,0,44,81,
74,254,149,64,53,
20,5,168,70,56,
194,132,177,49,63,
131,225,98,32,111,
250,171,147,45,60,
44,56,39,40,39,
38,104,23,40,1,
33,108,220,71,50,
166,68,194,46,52,
3,50,237,51,116,
32,184,92,30,105,
58,188,34,36,124,
185,23,136,43,77,
253,17,227,44,59,
251,174,65,47,72,
63,159,136,66,41,
79,83,94,26,122,
115,254,204,65,52,
13,3,127,71,72,
189,240,81,70,50,
161,152,212,48,68,
198,77,31,38,49,
228,22,118,34,50,
193,230,228,46,56,
67,82,11,48,2,
84,171,45,29,1,
241,183,178,45,67,
90,46,227,51,63,
200,155,84,32,106,
99,212,153,71,76,
61,151,138,33,14,
125,187,37,26,114,
87,11,154,67,60,
91,3,9,41,78,
213,156,196,46,63,
84,234,143,68,87,
146,82,11,40,78,
212,111,176,45,77,
145,187,135,59,55,
28,164,203,71,63,
76,185,197,70,76,
133,248,119,62,63,
13,243,20,29,9,
129,209,22,30,104,
172,241,222,52,57,
119,7,35,36,49,
215,190,165,48,63,
113,144,178,57,71,
77,17,254,50,68,
132,99,201,50,69,
59,70,184,57,63,
46,120,172,66,74,
149,202,74,31,116,
5,35,16,47,2,
21,124,26,43,3,
134,18,249,48,64,
69,210,150,64,32,
99,182,197,61,54,
145,53,31,40,49,
137,158,27,25,123,
172,148,216,46,71,
23,128,100,29,120,
75,52,55,40,87,
45,180,116,22,0,
158,197,56,30,117,
9,179,8,37,125,
134,113,87,37,98,
179,167,218,47,63,
56,218,171,70,63,
216,112,214,45,70,
252,216,86,50,58,
251,143,174,44,73,
249,106,16,30,75,
224,102,101,30,52,
226,202,184,45,74,
198,111,20,39,78,
85,188,43,40,3,
110,189,108,69,75,
53,85,254,56,63,
14,159,220,69,63,
138,93,167,51,69,
29,143,168,64,125,
172,118,27,44,44,
252,198,35,43,93,
161,26,25,38,78,
197,195,178,49,68,
48,1,45,35,49,
191,154,127,56,56,
79,16,21,42,42,
73,147,190,58,63,
90,59,190,52,69,
17,68,102,39,104,
215,99,64,44,79,
215,171,216,45,53,
95,84,197,53,57,
164,223,171,62,73,
27,234,156,69,88,
155,47,48,37,49,
10,228,181,64,94,
8,241,176,62,44,
35,52,135,69,53,
2,210,35,24,0,
239,249,73,56,71,
226,229,158,46,75,
202,30,66,24,64,
66,60,46,39,31,
25,144,147,43,116,
126,8,145,43,84,
254,96,2,33,50,
133,204,14,35,104,
230,164,164,44,54,
147,209,21,29,107,
132,149,190,61,73,
177,215,15,29,117,
136,147,66,30,116,
254,182,25,44,48,
6,145,182,55,121,
67,40,136,57,74,
134,117,53,44,45,
247,198,115,48,73,
108,165,67,31,120,
97,238,97,35,124,
167,113,70,36,101,
10,127,128,33,123,
15,158,136,69,124,
7,81,123,52,20,
130,170,169,53,76,
133,227,158,60,63,
203,108,60,45,48,
45,147,91,29,5,
1,32,173,52,118,
138,216,103,39,97,
175,200,44,24,123,
211,204,122,53,70,
59,129,67,49,2,
123,110,179,47,76,
47,186,30,29,124,
60,30,129,69,67,
228,133,254,45,57,
237,252,126,48,59,
80,228,102,34,125,
18,4,35,32,77,
83,218,27,32,105,
124,175,76,30,118,
219,171,60,48,77,
110,133,63,30,106,
197,238,120,55,56,
131,106,219,47,55,
53,182,82,32,119,
185,136,15,42,84,
121,94,246,48,72,
86,190,152,68,75,
129,57,216,40,95,
123,216,98,60,72,
51,229,218,63,73,
185,232,218,41,95,
211,11,176,40,50,
0,76,123,71,102,
209,108,76,32,107,
129,126,19,26,121,
192,58,246,46,60,
132,6,204,44,84,
143,49,65,33,77,
101,52,132,36,106,
247,27,59,34,77,
41,237,218,71,90,
76,28,33,40,88,
230,229,241,45,56,
23,179,68,48,6,
29,149,161,69,111,
213,210,135,49,73,
65,57,64,41,39,
237,24,110,38,50,
180,248,100,61,63,
61,120,164,65,63,
206,129,2,44,47,
94,75,77,34,115,
254,191,28,47,51,
120,5,14,36,78,
72,96,67,41,101,
46,136,89,33,126,
248,32,215,44,56,
123,171,114,67,75,
83,223,51,34,123,
130,233,228,64,63,
219,142,97,42,94,
101,142,15,33,103,
160,238,221,45,50,
97,94,62,25,122,
207,61,143,27,55,
49,152,80,47,7,
96,46,195,51,57,
38,46,48,38,96,
94,40,99,44,46,
8,42,156,50,103,
4,234,207,53,119,
236,66,228,44,60,
158,80,101,33,107,
88,9,0,42,49,
64,116,139,60,81,
111,80,41,38,97,
15,55,0,48,1,
190,109,77,43,86,
160,143,146,51,75,
223,66,164,43,69,
167,87,42,37,78,
131,63,138,45,79,
57,79,170,54,70,
27,10,145,69,66,
234,159,101,45,78,
101,222,57,26,3,
51,237,11,30,8,
60,228,210,71,24,
246,109,114,44,57,
61,34,226,57,55,
58,0,195,71,58,
117,5,238,48,60,
198,252,175,54,50,
46,187,78,23,0,
191,149,136,48,54,
78,145,129,40,101,
153,27,5,43,82,
138,247,238,61,72,
151,43,25,31,76,
135,234,9,27,117,
123,38,19,41,86,
82,27,127,42,93,
116,243,190,64,43,
141,229,212,50,74,
78,92,113,30,107,
191,45,86,27,72,
2,86,215,54,120,
215,206,0,32,102,
39,194,92,31,17,
112,126,36,39,95,
15,226,40,49,5,
29,231,134,65,107,
42,21,83,41,22,
244,235,105,45,49,
128,60,174,48,55,
180,72,7,31,51,
146,17,239,47,64,
46,58,98,31,115,
236,245,84,35,106,
215,180,37,46,48,
214,253,233,44,63,
216,249,126,49,58,
221,135,132,39,96,
253,121,8,24,65,
13,89,135,48,18,
10,105,213,61,5,
86,10,139,53,65,
123,196,237,58,72,
184,197,173,51,64,
60,96,222,51,52,
48,65,120,33,109,
65,51,164,69,52,
232,183,8,45,47,
205,200,109,38,98,
91,185,108,31,119,
75,230,157,66,86,
112,189,38,30,120,
162,33,113,26,56,
243,26,17,25,58,
242,156,223,44,76,
212,41,168,36,50,
72,72,85,45,96,
231,29,120,38,51,
61,70,76,23,127,
9,20,125,53,113,
100,6,142,25,69,
200,8,18,26,71,
180,15,145,29,74,
157,139,250,47,67,
215,23,209,25,60,
4,21,139,52,114,
7,97,233,65,74,
222,189,66,46,49,
54,83,159,59,63,
244,193,190,44,70,
176,189,219,47,60,
44,153,231,66,52,
148,168,1,28,5,
12,75,93,25,8,
209,139,73,44,83,
106,189,148,65,85,
150,210,123,56,78,
232,80,251,45,64,
15,46,231,52,117,
156,99,246,47,69,
3,81,254,63,2,
75,105,101,31,118,
135,61,14,42,41,
137,120,220,49,64,
184,57,90,44,78,
135,93,239,47,71,
72,195,134,70,38,
133,101,185,51,58,
192,74,231,46,59,
229,198,16,35,101,
231,44,175,41,50,
78,105,219,50,63,
78,99,200,53,63,
138,91,112,44,43,
43,211,50,24,4,
91,92,87,35,102,
165,253,112,33,116,
215,19,44,43,83,
183,253,96,33,108,
127,41,43,24,66,
217,11,15,36,99,
113,147,163,54,57,
38,6,194,70,55,
74,30,239,52,60,
179,78,111,36,100,
165,53,254,47,61,
246,9,136,40,51,
239,12,214,44,74,
249,141,221,45,71,
115,167,94,34,116,
248,61,144,40,52,
137,113,53,45,81,
183,86,122,46,78,
210,71,115,28,73,
24,175,95,34,117,
6,191,158,45,123,
73,108,57,26,123,
108,47,247,49,69,
114,246,188,60,45,
55,78,23,35,114,
229,43,182,41,51,
233,25,251,44,65,
188,186,173,49,65,
52,154,111,34,21,
174,241,57,32,108,
120,206,118,31,111,
187,98,17,43,42,
67,5,70,24,60,
223,56,116,38,52,
246,45,125,38,53,
50,160,142,66,30,
89,38,36,41,40,
241,37,132,38,54,
155,16,227,46,73,
189,32,224,44,77,
38,114,149,70,89,
252,134,180,44,51,
204,23,111,29,53,
71,19,74,42,40,
192,9,215,25,61,
93,107,50,27,122,
154,23,254,46,72,
189,39,180,32,76,
120,19,76,24,61,
13,237,4,34,121,
209,47,232,44,50,
170,243,125,55,49,
52,182,48,28,2,
173,77,80,47,78,
146,121,58,36,102,
137,16,10,43,44,
106,28,56,35,115,
92,99,163,58,71,
121,33,164,52,54,
93,31,190,62,70,
52,4,90,24,67,
169,74,38,35,100,
24,136,238,54,10,
70,169,175,68,39,
206,249,137,54,64,
101,228,210,63,53,
192,116,2,44,82,
152,58,148,46,50,
139,7,239,48,65,
186,4,252,45,75,
23,109,7,42,118,
25,80,42,39,113,
50,18,199,63,67,
19,82,179,62,122,
191,247,110,43,87,
117,125,83,45,84,
208,217,71,49,54,
245,108,206,45,65,
212,97,63,47,77,
87,149,189,52,51,
18,208,185,61,120,
222,202,86,65,53,
166,85,37,41,87,
48,232,105,46,8,
135,89,144,37,100,
78,200,243,67,40,
60,51,138,63,74,
156,142,250,46,74,
78,197,200,64,84,
193,221,141,41,96,
24,69,215,64,74,
122,10,169,41,94,
145,232,29,29,118,
88,194,114,35,13,
92,118,74,39,111,
214,226,167,45,52,
39,45,149,68,62,
93,44,92,43,41,
234,112,91,44,49,
111,34,214,52,64,
175,18,71,42,87,
199,226,78,58,47,
70,222,21,38,123,
77,221,204,69,27,
98,251,238,64,126,
199,66,71,44,85,
38,122,184,66,18,
196,208,71,46,79,
40,119,177,68,51,
17,136,204,43,121,
53,228,194,69,99,
83,52,32,43,43,
75,90,61,34,102,
199,169,55,48,78,
148,8,101,61,57,
7,100,6,35,125,
38,162,84,23,3,
206,38,243,46,62,
76,52,39,40,31,
207,202,0,45,46,
82,134,210,69,76,
169,98,203,47,70,
225,73,199,44,75,
212,221,84,57,56,
119,79,48,34,101,
179,168,165,52,62,
133,92,224,49,62,
99,131,234,52,61,
64,5,74,28,53,
60,3,113,58,53,
109,159,26,25,0,
180,163,46,45,80,
3,165,150,49,109,
89,61,153,62,64,
194,96,63,47,50,
234,112,37,48,76,
121,188,79,35,116,
148,197,1,32,104,
221,30,202,41,52,
68,20,6,42,78,
37,131,54,38,125,
149,186,213,49,70,
58,31,84,42,19,
123,153,81,32,116,
140,173,223,52,65,
198,161,160,46,51,
65,20,174,57,73,
144,96,150,71,54,
227,155,136,48,67,
237,152,97,47,73,
175,28,235,46,54,
119,156,223,51,65,
7,248,188,69,2,
130,208,176,58,55,
32,163,94,31,10,
154,244,119,54,77,
254,178,37,48,75,
203,246,53,37,106,
162,239,127,57,48,
56,84,91,29,116,
237,87,72,28,54,
112,40,111,47,49,
