R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
128,225,210,53,116,
41,56,235,53,21,
132,61,252,18,70,
164,217,232,12,48,
168,82,65,61,82,
46,9,246,13,9,
178,85,170,21,123,
28,82,9,69,98,
3,98,201,34,13,
197,140,190,20,51,
16,237,36,8,45,
139,166,50,46,27,
74,252,115,68,106,
116,218,250,39,28,
100,210,52,2,14,
75,40,123,1,99,
39,159,107,30,93,
124,111,209,27,26,
243,20,183,19,93,
155,174,73,13,0,
15,203,227,35,3,
23,96,152,54,33,
84,131,16,26,59,
215,238,172,57,121,
214,224,178,17,14,
159,127,143,24,31,
15,248,31,25,0,
22,57,53,45,110,
84,247,236,60,2,
31,109,222,41,37,
110,227,146,30,12,
141,20,60,65,56,
21,182,167,22,72,
103,142,5,12,29,
163,238,212,18,56,
2,147,213,12,106,
16,236,203,46,11,
14,171,173,61,87,
92,85,124,27,70,
84,75,169,13,109,
96,98,57,34,49,
191,168,169,20,26,
77,80,138,52,89,
119,56,206,4,2,
17,226,243,50,58,
44,69,195,50,53,
81,73,167,36,51,
245,247,251,68,56,
142,86,247,13,105,
231,90,182,69,37,
91,150,147,31,11,
40,184,36,29,88,
41,75,114,58,92,
184,2,71,39,104,
178,51,4,17,66,
135,253,171,37,42,
236,187,92,53,44,
239,111,9,29,103,
84,146,214,38,110,
17,8,24,54,16,
28,212,36,38,102,
182,112,177,61,79,
115,250,147,37,112,
122,174,159,16,36,
2,0,170,36,34,
42,167,112,47,25,
252,62,165,53,54,
68,254,208,32,3,
238,85,248,28,95,
128,241,228,2,29,
192,105,213,43,108,
223,45,136,15,73,
100,73,95,53,65,
86,111,66,53,69,
92,81,76,10,92,
170,186,29,38,49,
225,119,155,20,69,
162,23,189,37,92,
54,38,143,39,8,
220,247,221,64,111,
1,15,128,13,72,
246,3,241,39,109,
129,241,123,23,91,
251,91,116,45,52,
45,54,214,48,16,
177,139,18,56,10,
187,238,42,41,44,
40,191,4,58,88,
4,15,16,61,9,
41,131,187,34,4,
62,43,202,4,56,
81,208,206,6,48,
157,52,93,41,67,
183,204,91,55,40,
69,17,200,51,89,
220,194,57,22,45,
149,249,215,7,39,
165,196,57,14,74,
64,211,203,53,52,
133,6,9,41,5,
25,147,7,12,101,
143,250,41,2,63,
196,103,163,71,39,
71,214,227,38,32,
34,140,150,41,22,
81,193,36,48,6,
237,62,74,66,91,
117,193,154,12,34,
161,223,22,2,11,
167,231,246,27,24,
0,148,164,39,110,
187,171,253,6,126,
10,36,8,63,106,
139,179,55,63,50,
139,49,107,11,112,
21,215,1,6,0,
188,157,1,49,44,
142,113,150,54,10,
79,230,56,63,88,
160,65,0,16,66,
177,43,147,59,78,
43,188,0,17,81,
175,49,55,33,10,
153,235,74,20,2,
104,28,97,29,104,
124,183,43,50,9,
152,98,96,56,48,
206,227,42,27,33,
232,136,39,21,67,
223,34,242,65,39,
45,184,45,13,111,
204,98,198,31,117,
176,178,28,37,25,
8,85,43,23,43,
189,211,148,9,5,
98,240,125,12,114,
56,133,28,37,89,
218,86,182,43,50,
150,35,40,36,18,
36,168,125,47,54,
66,142,225,53,46,
5,217,39,50,2,
38,39,113,32,27,
180,8,125,42,52,
203,38,79,37,81,
204,219,129,20,29,
221,92,57,59,109,
161,191,144,61,110,
91,86,107,15,6,
151,189,240,17,54,
122,97,21,48,100,
86,130,238,68,102,
190,80,254,68,29,
61,205,134,28,53,
51,21,86,14,16,
92,197,198,6,92,
159,208,229,23,0,
193,98,32,46,46,
6,240,134,31,10,
238,243,189,1,1,
93,144,114,19,33,
76,229,113,45,122,
32,37,63,29,36,
147,227,223,58,70,
63,182,126,70,8,
153,13,170,40,48,
224,148,78,25,34,
62,198,146,11,44,
194,77,10,5,57,
70,25,77,19,114,
120,104,104,37,6,
95,203,74,46,42,
231,46,229,20,54,
48,49,103,12,64,
133,137,44,44,28,
17,228,19,5,87,
22,190,140,20,60,
181,156,140,43,41,
97,32,186,13,108,
192,217,110,4,0,
216,29,135,61,106,
127,108,170,68,125,
201,134,91,25,56,
54,209,172,37,109,
60,86,12,38,84,
131,89,110,17,16,
200,223,253,5,7,
51,2,130,23,55,
228,29,99,3,57,
213,18,197,41,32,
241,70,172,6,81,
141,14,197,44,55,
65,222,149,61,3,
122,136,179,22,17,
62,85,125,26,24,
47,175,247,34,25,
178,176,199,24,105,
180,84,178,20,98,
19,198,210,47,41,
157,218,35,42,24,
235,104,147,33,58,
8,187,164,11,109,
130,95,113,7,91,
158,66,172,50,12,
93,13,140,19,26,
54,64,71,13,3,
39,126,247,18,71,
14,19,76,14,84,
132,173,25,28,35,
180,218,201,59,7,
223,38,209,68,95,
243,233,23,54,43,
71,59,168,60,32,
164,18,93,26,101,
170,42,61,27,120,
221,230,167,5,20,
79,204,233,24,2,
29,103,32,60,68,
131,146,117,21,58,
136,81,205,32,40,
101,55,82,24,70,
206,249,236,58,72,
10,142,193,71,104,
249,78,2,37,52,
12,47,164,37,29,
91,111,46,49,26,
85,79,249,10,30,
119,84,191,61,94,
212,209,24,31,14,
57,223,96,2,48,
8,119,52,30,21,
234,178,177,12,12,
240,36,141,38,30,
219,93,10,24,61,
76,98,120,53,5,
156,206,152,2,5,
163,153,79,31,23,
5,228,251,60,77,
159,2,191,57,10,
132,159,3,15,116,
42,121,82,61,105,
125,101,187,4,6,
49,121,61,22,74,
70,169,11,13,43,
58,197,119,43,67,
103,155,156,33,1,
222,149,147,45,50,
61,32,100,7,100,
42,1,240,52,81,
34,7,172,46,78,
195,166,116,8,82,
151,201,215,17,63,
160,172,13,46,108,
187,63,121,50,64,
243,186,243,11,41,
131,180,118,54,6,
173,216,169,19,81,
187,125,80,69,59,
63,196,30,17,121,
205,81,62,18,67,
109,140,59,4,43,
39,19,210,28,49,
79,105,152,35,16,
1,23,91,28,11,
155,238,101,35,20,
181,95,64,24,127,
173,11,209,55,93,
122,15,15,8,95,
253,185,158,17,82,
83,234,166,33,37,
141,101,51,52,40,
152,135,251,16,121,
49,131,113,63,67,
202,106,56,67,60,
167,8,166,61,46,
251,158,3,46,102,
109,72,7,36,32,
143,101,186,0,21,
185,82,95,35,23,
233,29,158,46,52,
0,60,106,57,108,
228,94,21,47,44,
46,10,216,35,80,
9,186,21,27,53,
47,249,246,18,0,
19,33,130,47,57,
174,62,119,6,59,
95,246,126,45,13,
61,29,170,59,32,
77,227,159,3,45,
183,141,211,48,52,
48,117,128,25,89,
222,148,111,28,51,
98,230,33,45,25,
90,180,242,45,37,
122,136,174,17,92,
6,62,228,20,118,
82,154,165,12,51,
160,226,157,14,4,
245,191,59,68,93,
128,26,106,60,41,
137,99,132,60,101,
76,9,150,30,26,
85,226,115,59,33,
47,45,160,34,91,
13,108,103,21,118,
75,36,201,61,100,
138,64,105,13,101,
16,171,28,11,97,
101,62,212,38,27,
36,186,233,42,33,
148,122,206,67,106,
230,185,72,10,2,
248,222,35,47,47,
147,146,229,22,1,
130,44,132,3,25,
12,13,162,28,47,
84,175,118,60,118,
178,250,111,64,101,
245,6,146,1,50,
74,171,84,19,39,
117,148,103,3,80,
53,98,214,11,104,
18,1,243,45,16,
98,46,157,36,112,
104,238,41,59,35,
165,119,7,54,109,
199,36,44,33,9,
122,241,151,9,91,
181,1,41,33,51,
137,104,73,62,3,
204,40,4,56,55,
122,232,160,54,126,
54,196,57,13,123,
57,92,136,17,5,
233,241,108,42,58,
165,126,35,32,93,
89,182,187,15,52,
122,11,131,4,126,
19,34,90,66,41,
5,119,165,67,3,
7,140,15,70,66,
126,17,234,59,86,
116,216,90,56,115,
85,246,14,61,30,
152,159,40,45,28,
133,101,252,61,122,
210,250,188,7,24,
231,25,57,57,103,
116,175,107,17,125,
179,165,117,22,49,
42,181,138,38,123,
94,7,225,61,19,
169,186,70,63,48,
139,57,167,24,47,
75,174,120,20,59,
79,191,84,48,124,
228,222,148,45,104,
25,136,106,18,50,
47,152,251,54,71,
24,109,195,7,55,
49,129,155,51,20,
44,225,49,55,118,
182,205,116,4,82,
29,222,67,41,107,
99,246,56,8,84,
41,93,211,39,18,
18,236,93,71,2,
248,95,5,28,119,
81,164,223,5,0,
161,126,176,15,11,
108,22,134,26,62,
44,34,52,19,42,
14,198,227,36,82,
162,165,53,37,23,
28,63,138,37,77,
86,134,95,48,127,
180,230,220,1,4,
32,174,207,61,69,
13,224,134,47,24,
39,122,101,20,78,
152,216,123,19,68,
233,47,137,43,99,
141,54,161,60,96,
100,67,78,40,24,
124,199,249,13,50,
19,75,9,21,36,
69,184,112,27,46,
8,35,112,51,112,
231,155,5,32,95,
238,7,191,1,87,
58,122,11,30,39,
213,216,213,11,12,
115,90,52,60,16,
101,28,218,35,13,
69,170,119,27,48,
73,132,151,33,22,
154,179,105,32,9,
30,41,56,18,7,
220,147,202,8,88,
134,138,166,52,127,
82,52,2,12,121,
43,19,86,15,40,
225,253,120,5,84,
137,226,225,58,125,
156,234,73,32,14,
222,63,77,24,101,
104,248,107,26,19,
162,114,247,11,114,
217,227,77,8,18,
105,54,44,43,13,
13,168,19,42,94,
189,249,176,31,4,
171,179,213,19,80,
12,231,254,44,19,
24,77,142,23,64,
61,147,211,13,36,
72,20,236,33,11,
226,254,38,60,44,
205,225,126,56,17,
8,223,206,51,6,
169,193,68,25,39,
41,171,116,39,43,
159,246,155,49,54,
13,61,217,34,11,
122,148,205,17,51,
183,232,196,64,110,
206,8,119,24,93,
100,237,138,71,17,
146,156,64,62,105,
94,59,206,2,75,
140,98,133,18,90,
132,87,217,13,20,
167,176,233,55,63,
120,55,247,11,53,
32,39,186,23,71,
140,244,36,22,42,
144,51,31,26,58,
46,7,208,23,60,
81,225,152,29,40,
42,59,82,29,22,
215,40,32,64,59,
227,225,181,22,24,
241,126,76,71,36,
145,88,57,54,73,
28,247,135,69,7,
88,188,202,32,8,
121,63,57,49,122,
14,232,122,49,30,
191,46,150,25,66,
152,105,252,6,43,
204,183,128,52,71,
113,232,120,57,67,
62,87,223,34,5,
254,239,104,39,32,
32,233,183,57,34,
226,57,132,20,92,
172,181,80,59,111,
114,142,177,0,52,
53,9,204,40,12,
228,142,110,13,73,
77,183,4,23,63,
118,11,55,27,3,
249,35,69,22,63,
40,21,23,26,41,
80,110,224,0,64,
48,62,98,11,33,
147,67,122,18,125,
227,80,222,62,51,
149,153,236,69,112,
153,27,30,66,119,
186,217,172,48,40,
118,184,106,67,90,
230,210,80,26,121,
25,206,35,41,56,
240,25,84,55,70,
155,9,206,47,53,
109,26,228,31,92,
22,143,227,20,87,
245,227,181,53,13,
13,54,187,41,0,
139,146,202,7,6,
123,111,81,51,9,
206,245,187,25,120,
89,104,219,66,20,
158,2,168,52,43,
230,220,144,64,104,
145,168,117,55,49,
128,128,116,47,117,
194,204,10,59,92,
123,126,98,44,118,
132,102,123,11,82,
178,227,227,55,6,
237,122,186,21,73,
177,16,113,46,118,
34,185,193,24,119,
102,178,20,47,19,
75,18,45,59,49,
154,184,80,53,26,
68,215,221,36,16,
52,158,36,5,56,
182,192,20,60,39,
239,133,47,31,1,
194,54,147,32,21,
254,199,121,56,16,
184,3,91,27,125,
151,137,80,59,100,
240,81,219,69,39,
237,126,18,36,49,
44,123,28,29,65,
27,120,229,44,16,
74,92,119,40,95,
253,238,7,20,0,
107,114,162,14,33,
68,237,125,65,117,
13,15,88,24,45,
9,115,147,53,74,
200,4,179,24,89,
156,177,21,46,69,
75,196,111,60,122,
252,94,146,17,62,
1,135,139,23,72,
122,153,82,37,53,
189,52,172,65,97,
175,36,83,47,43,
43,238,253,10,93,
104,135,0,49,23,
66,245,54,43,53,
221,0,135,65,99,
20,54,83,45,56,
214,4,160,7,86,
55,83,171,54,4,
63,100,51,60,120,
186,21,216,14,94,
20,84,55,24,57,
35,110,228,19,64,
144,24,118,39,51,
161,48,87,39,107,
149,166,98,44,100,
99,191,246,30,36,
149,247,157,68,24,
175,123,145,30,20,
187,95,126,52,66,
109,9,101,66,106,
142,86,238,31,43,
116,206,194,0,16,
63,23,115,15,9,
202,175,44,31,20,
18,180,176,36,6,
23,211,29,39,49,
97,50,150,22,43,
170,188,59,17,19,
43,227,7,68,85,
204,163,20,70,61,
169,100,134,27,49,
182,8,130,29,102,
186,219,170,51,16,
25,221,40,13,90,
94,162,140,45,38,
63,1,130,6,4,
234,241,155,38,14,
222,5,138,66,79,
97,235,223,21,8,
151,174,115,62,96,
113,129,82,65,72,
47,216,43,37,91,
2,22,203,35,30,
19,146,135,55,64,
86,30,44,11,101,
199,112,31,45,100,
5,52,189,46,3,
47,249,141,43,19,
168,12,28,28,87,
70,50,229,32,12,
84,158,60,18,80,
181,14,115,19,98,
18,189,44,37,46,
23,126,236,44,11,
115,195,196,41,15,
80,11,8,19,16,
83,34,91,29,105,
251,46,128,15,75,
139,33,77,69,115,
99,120,229,29,30,
176,142,180,5,11,
201,176,69,39,31,
53,136,55,66,6,
28,80,63,1,117,
228,92,179,2,84,
194,45,132,16,90,
237,147,243,16,17,
229,60,106,53,48,
167,229,254,20,6,
122,34,149,20,61,
58,244,25,18,68,
131,62,28,63,2,
209,13,166,25,65,
53,178,188,30,17,
203,30,220,61,86,
34,111,121,37,104,
182,108,146,70,50,
140,71,225,51,50,
210,191,218,16,45,
160,127,134,36,44,
212,172,201,40,32,
97,39,155,51,102,
119,126,246,65,11,
207,120,180,30,11,
213,157,62,60,99,
122,209,55,58,111,
104,54,44,55,58,
140,146,148,16,32,
152,2,1,2,28,
218,102,56,24,59,
53,177,215,65,21,
130,104,201,48,61,
206,8,150,11,115,
160,146,207,60,17,
156,116,251,63,25,
239,26,165,0,55,
32,129,232,57,72,
193,8,192,53,51,
251,97,73,27,119,
254,205,38,53,94,
118,79,155,55,121,
220,127,227,42,44,
166,77,66,50,52,
200,198,180,63,49,
197,209,116,25,46,
119,86,29,17,71,
204,57,18,33,14,
221,109,182,20,126,
8,17,192,33,47,
15,210,230,29,95,
14,217,203,44,10,
194,148,214,0,8,
4,104,130,47,71,
55,79,188,17,104,
155,155,29,63,11,
166,128,58,32,11,
52,214,240,43,25,
60,168,164,48,34,
19,96,30,60,75,
253,234,176,40,31,
195,184,153,56,70,
92,195,249,4,37,
243,36,147,14,71,
252,139,126,1,77,
252,156,51,40,57,
185,110,206,33,43,
175,98,26,28,73,
192,33,71,26,66,
202,218,55,56,50,
244,117,52,59,101,
113,253,29,52,78,
45,104,181,45,27,
225,175,76,11,72,
26,18,216,41,18,
4,82,70,70,95,
185,97,89,4,59,
250,85,45,48,43,
193,121,165,19,53,
227,215,67,14,116,
188,186,100,62,101,
167,229,152,20,123,
44,128,125,8,75,
48,190,151,37,79,
14,180,91,41,108,
243,38,120,34,19,
155,181,55,23,120,
147,13,131,46,107,
47,237,208,60,69,
27,37,51,22,93,
228,37,13,50,89,
239,156,58,45,53,
25,35,18,67,31,
2,66,7,71,29,
197,89,221,65,95,
108,132,134,18,33,
233,125,154,70,54,
94,64,48,52,26,
189,253,132,69,27,
253,38,7,44,46,
178,10,58,55,56,
244,207,176,58,115,
134,250,154,43,46,
113,148,195,38,38,
235,244,116,43,103,
222,153,231,64,55,
207,62,19,25,64,
251,204,174,57,113,
137,197,37,62,17,
236,216,15,46,35,
200,58,12,7,99,
49,79,0,34,33,
154,79,178,70,26,
130,229,20,8,11,
59,238,106,50,106,
33,174,185,19,78,
217,84,70,21,59,
206,252,91,9,82,
78,100,152,52,63,
212,38,68,52,101,
237,250,86,15,16,
156,85,34,61,8,
161,226,33,63,97,
90,143,82,58,77,
188,222,9,47,36,
162,149,251,48,120,
191,119,164,53,53,
80,85,94,24,52,
178,133,3,33,3,
41,74,151,51,74,
246,58,104,19,62,
180,79,239,41,33,
41,157,144,39,22,
212,205,164,40,43,
104,37,102,61,11,
170,47,139,35,45,
150,172,103,19,127,
49,23,171,22,58,
237,141,38,71,63,
14,208,173,56,64,
194,109,241,20,41,
188,238,136,50,16,
14,93,132,44,80,
216,100,186,33,116,
166,155,239,68,18,
204,150,169,64,35,
175,141,155,14,15,
57,155,56,3,0,
3,162,171,31,115,
182,217,192,66,56,
213,242,229,2,2,
71,230,28,42,53,
21,99,162,38,36,
179,92,178,27,35,
59,160,24,30,25,
115,203,34,34,6,
90,103,196,42,28,
207,109,75,20,68,
138,194,161,53,19,
223,210,251,35,115,
174,133,162,54,63,
123,127,88,6,33,
223,70,168,58,15,
202,138,97,43,107,
82,119,206,67,100,
