R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
66,63,15,77,129,
5,136,197,52,128,
138,211,50,76,126,
32,41,197,21,27,
71,145,241,17,27,
150,137,129,76,118,
106,215,198,16,56,
88,48,134,75,129,
77,185,34,75,121,
227,49,75,75,128,
217,155,223,20,102,
233,2,189,76,112,
149,114,173,76,116,
67,44,225,65,48,
146,238,228,19,101,
187,229,192,14,25,
45,15,196,66,25,
179,111,160,76,127,
2,24,28,49,50,
88,240,40,22,95,
7,88,58,22,94,
84,189,128,25,37,
159,228,188,20,60,
157,218,49,76,119,
125,109,21,75,127,
47,102,23,48,38,
52,172,92,48,42,
29,251,152,19,100,
34,229,7,10,92,
18,64,102,22,60,
250,186,177,17,56,
197,49,72,75,126,
207,123,223,19,103,
59,222,117,58,92,
95,125,208,75,135,
104,12,143,75,116,
173,96,182,76,133,
117,115,171,75,132,
202,171,253,18,102,
150,217,240,13,91,
194,33,38,75,118,
138,88,178,76,120,
172,94,67,76,113,
199,131,60,76,117,
13,189,196,56,99,
171,57,147,76,122,
193,19,70,75,115,
25,232,21,17,90,
120,8,251,42,5,
165,209,7,76,114,
168,56,135,76,121,
9,84,123,56,114,
69,207,11,75,122,
106,40,199,75,136,
248,202,207,17,103,
186,8,199,76,125,
125,1,249,50,38,
58,75,230,23,58,
116,35,3,76,137,
104,210,23,76,124,
230,62,177,76,115,
132,145,198,48,40,
39,16,59,47,131,
41,117,229,30,68,
186,96,7,75,117,
190,218,12,76,123,
250,241,162,21,99,
93,153,28,75,119,
160,213,131,21,101,
234,195,17,17,104,
206,81,52,75,123,
61,75,190,40,98,
99,110,59,75,120,
40,192,43,13,24,
46,246,113,26,46,
212,112,1,75,113,
33,23,209,22,25,
26,74,251,52,129,
92,11,175,45,119,
57,99,135,22,35,
41,113,72,18,104,
119,91,193,75,130,
250,152,8,14,90,
89,232,169,26,65,
176,134,243,76,136,
120,47,161,75,133,
61,106,119,15,24,
137,95,248,75,131,
215,65,178,18,56,
225,19,68,75,124,
173,74,25,75,125,
65,13,176,64,48,
70,242,32,48,39,
61,247,1,75,114,
127,2,240,15,28,
164,233,78,22,99,
76,5,206,48,131,
236,220,38,16,104,
29,170,90,57,91,
231,149,2,16,90,
206,110,11,75,112,
93,211,163,15,104,
191,210,119,22,98,
240,195,66,22,97,
5,238,39,21,93,
253,101,18,15,90,
149,248,254,19,102,
204,139,165,76,128,
238,232,18,22,96,
27,75,95,13,25,
248,21,222,14,26,
5,251,198,26,60,
201,123,216,76,134,
160,91,45,11,91,
240,54,100,25,38,
55,67,104,13,90,
111,246,56,29,53,
78,213,125,20,61,
223,62,115,15,25,
133,199,125,19,60,
160,130,58,27,48,
139,148,252,76,132,
202,209,98,12,91,
5,110,63,9,93,
153,146,183,14,27,
131,14,76,76,111,
182,44,98,25,53,
249,228,30,14,24,
92,97,67,14,23,
128,1,35,77,136,
105,216,65,48,41,
111,80,245,75,134,
212,106,94,14,28,
38,54,140,41,93,
16,65,38,26,37,
254,8,122,17,55,
56,198,3,22,100,
73,157,5,26,41,
32,44,175,39,101,
207,199,45,19,59,
19,29,17,77,114,
198,205,10,24,38,
3,17,109,61,98,
233,234,161,21,100,
16,109,36,25,33,
21,11,103,47,135,
148,80,108,36,128,
111,221,148,28,52,
64,62,206,65,41,
31,82,161,70,133,
152,215,2,25,52,
106,83,77,15,26,
134,254,11,15,50,
43,35,82,41,2,
6,2,99,35,86,
65,12,204,51,42,
134,91,42,42,6,
218,127,214,76,135,
24,28,237,48,106,
24,236,175,27,65,
105,35,194,49,36,
84,84,48,40,1,
80,78,75,50,42,
16,207,200,10,100,
141,183,10,24,52,
94,5,253,56,37,
194,59,27,77,130,
162,99,69,39,12,
84,104,243,70,131,
84,105,29,42,40,
150,23,125,41,59,
2,62,49,47,6,
58,200,41,31,75,
221,105,78,36,127,
150,95,106,40,103,
201,119,117,17,32,
49,36,18,77,135,
170,40,25,77,131,
189,223,57,53,52,
144,68,45,26,38,
163,128,51,20,59,
43,4,217,29,56,
98,92,180,31,74,
110,204,71,14,29,
77,244,18,14,30,
8,167,228,49,101,
4,86,36,26,40,
83,242,94,16,55,
95,220,190,25,44,
212,8,141,16,25,
141,5,185,52,52,
115,22,48,77,132,
228,2,71,41,3,
96,195,42,23,36,
2,222,4,37,109,
248,40,239,76,129,
214,43,159,40,104,
127,121,40,49,39,
191,154,30,15,52,
251,124,145,17,101,
27,180,213,59,100,
204,237,40,18,101,
