0,0,5,22,89
0,1,5,22,89
0,2,5,22,89
0,3,5,22,89
0,4,5,22,89
0,5,5,22,89
0,6,5,22,89
0,7,5,22,89
0,8,5,22,89
0,9,5,22,89
0,10,5,22,89
0,11,5,22,89
0,12,5,22,89
0,13,5,22,89
0,14,5,22,89
0,15,5,22,89
0,16,0,0,0
1,0,4,18,75
1,1,4,18,75
1,2,4,18,75
1,3,4,18,75
1,4,4,18,75
1,5,4,18,75
1,6,4,18,75
1,7,4,18,75
1,8,4,18,75
1,9,4,18,75
1,10,4,18,75
1,11,4,18,75
1,12,4,18,75
1,13,4,18,75
1,14,4,18,75
1,15,4,18,75
1,16,0,0,0
2,0,7,29,71
2,1,3,13,59
2,2,3,13,58
2,3,3,13,58
2,4,3,13,58
2,5,3,13,58
2,6,3,13,58
2,7,3,13,58
2,8,3,13,58
2,9,3,13,58
2,10,3,13,58
2,11,3,13,58
2,12,3,13,58
2,13,3,13,58
2,14,4,14,60
2,15,5,19,64
2,16,0,0,0
3,0,12,58,78
3,1,7,36,64
3,2,4,19,51
3,3,2,7,41
3,4,2,7,41
3,5,2,7,41
3,6,45,8,78
3,7,165,11,181
3,8,164,11,180
3,9,45,8,78
3,10,2,7,41
3,11,2,7,41
3,12,3,9,42
3,13,14,27,66
3,14,21,59,88
3,15,19,62,85
3,16,0,0,0
4,0,8,51,76
4,1,13,45,74
4,2,18,56,92
4,3,10,32,53
4,4,4,9,29
4,5,1,2,21
4,6,146,9,157
4,7,192,11,200
4,8,192,11,201
4,9,145,9,156
4,10,1,2,21
4,11,3,6,26
4,12,31,33,78
4,13,30,58,100
4,14,17,59,83
4,15,11,62,80
4,16,0,0,0
5,0,7,43,61
5,1,10,40,67
5,2,18,45,93
5,3,15,44,93
5,4,27,45,101
5,5,34,29,71
5,6,155,26,179
5,7,199,29,219
5,8,200,27,219
5,9,155,26,179
5,10,50,30,89
5,11,36,41,100
5,12,26,47,99
5,13,23,49,109
5,14,17,42,90
5,15,11,48,96
5,16,0,0,0
6,0,8,42,76
6,1,12,43,93
6,2,14,50,103
6,3,18,45,104
6,4,21,47,103
6,5,27,46,105
6,6,77,44,140
6,7,116,48,175
6,8,117,44,174
6,9,80,45,142
6,10,28,46,106
6,11,19,47,104
6,12,17,45,107
6,13,18,45,107
6,14,11,43,108
6,15,10,45,106
6,16,0,0,0
7,0,8,44,111
7,1,10,45,107
7,2,13,48,105
7,3,13,46,104
7,4,15,43,104
7,5,29,42,107
7,6,65,42,132
7,7,83,45,147
7,8,86,39,147
7,9,63,44,132
7,10,26,43,108
7,11,15,44,104
7,12,13,47,104
7,13,12,49,106
7,14,10,46,109
7,15,11,47,112
7,16,0,0,0
8,0,10,52,108
8,1,9,50,107
8,2,10,44,104
8,3,12,44,105
8,4,12,40,103
8,5,28,41,109
8,6,59,47,134
8,7,58,42,133
8,8,58,32,125
8,9,51,42,124
8,10,37,41,113
8,11,15,45,105
8,12,12,49,109
8,13,10,50,108
8,14,10,51,108
8,15,11,54,111
8,16,0,0,0
9,0,0,0,0
9,1,0,0,0
9,2,0,0,0
9,3,0,0,0
9,4,0,0,0
9,5,0,0,0
9,6,0,0,0
9,7,0,0,0
9,8,0,0,0
9,9,0,0,0
9,10,0,0,0
9,11,0,0,0
9,12,0,0,0
9,13,0,0,0
9,14,0,0,0
9,15,0,0,0
9,16,0,0,0
