R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
184,157,201,47,59,
170,146,41,31,106,
4,97,213,71,50,
51,11,113,69,82,
184,107,125,43,93,
56,108,162,71,76,
13,74,89,24,5,
216,158,9,32,106,
11,206,216,56,122,
85,184,46,32,122,
138,186,55,33,102,
201,144,90,31,107,
214,246,249,45,63,
174,54,123,43,77,
189,132,186,49,63,
58,18,184,57,73,
61,186,249,69,51,
44,91,13,48,2,
29,102,105,36,124,
181,151,89,37,98,
154,229,114,66,63,
51,5,191,71,58,
177,64,1,40,49,
149,109,201,54,63,
254,9,110,38,50,
22,61,200,51,116,
220,25,171,43,69,
248,157,78,47,72,
147,208,80,28,117,
50,109,31,42,3,
229,34,252,45,68,
40,35,9,42,83,
126,18,222,48,60,
42,46,106,43,91,
20,29,110,71,70,
94,195,116,33,121,
43,8,254,71,52,
7,30,67,30,4,
53,3,4,42,49,
60,72,112,35,102,
66,17,254,52,62,
19,35,117,69,55,
188,26,13,39,78,
162,115,153,52,63,
56,195,189,68,63,
102,76,141,46,48,
192,122,214,46,67,
153,105,151,50,58,
223,89,178,45,60,
159,162,117,60,54,
105,223,221,63,63,
156,129,24,35,105,
119,157,172,67,63,
41,124,251,64,53,
99,73,224,55,63,
181,216,216,48,68,
155,118,14,44,80,
198,246,130,65,52,
79,216,78,28,125,
55,77,235,70,50,
194,227,219,46,56,
124,235,4,24,124,
226,228,153,48,63,
7,173,3,37,125,
188,235,219,47,68,
24,38,164,69,53,
251,23,63,43,50,
253,224,100,45,67,
254,243,213,46,63,
148,98,101,44,48,
99,135,77,25,123,
185,63,60,39,49,
90,78,120,36,101,
55,98,17,40,1,
231,29,226,44,74,
73,161,145,33,15,
92,116,220,57,71,
226,86,191,45,70,
101,93,50,26,122,
239,178,1,44,79,
145,175,246,52,57,
182,70,154,45,78,
31,77,206,63,73,
237,107,160,44,73,
15,57,83,40,16,
212,38,133,34,50,
41,139,224,71,103,
112,24,97,38,49,
145,203,0,29,1,
19,218,78,30,9,
86,176,63,30,105,
91,195,60,26,114,
94,40,136,36,106,
103,71,76,44,81,
26,52,4,47,2,
89,54,144,35,101,
11,25,218,52,118,
73,251,224,70,76,
39,27,69,41,40,
90,33,50,41,49,
83,174,80,32,111,
210,198,53,31,116,
27,151,41,29,124,
144,121,161,51,69,
48,205,13,35,104,
131,224,221,59,55,
41,105,191,66,74,
155,139,254,46,71,
179,241,80,62,63,
132,135,203,51,63,
152,98,107,33,107,
95,11,14,41,78,
136,76,225,49,68,
106,157,3,41,101,
219,243,3,30,117,
136,251,136,61,54,
141,123,250,47,63,
52,235,162,66,41,
106,122,75,30,116,
20,69,226,71,63,
236,129,90,45,77,
83,186,251,62,73,
202,192,143,50,69,
180,195,20,29,117,
173,95,146,42,94,
242,98,170,44,54,
56,4,14,42,78,
120,38,37,40,78,
104,98,85,44,45,
210,224,87,56,56,
1,140,146,64,125,
205,35,154,38,51,
209,103,8,38,78,
182,79,155,40,95,
184,46,58,33,50,
135,28,109,24,62,
196,81,193,46,75,
184,198,116,56,63,
113,234,55,33,14,
134,222,242,56,71,
163,171,236,46,52,
113,87,64,42,84,
119,75,231,48,59,
254,40,80,30,52,
171,106,170,48,73,
237,22,112,38,52,
71,5,236,51,68,
214,157,44,47,76,
80,196,9,40,3,
24,50,102,49,87,
158,61,206,45,50,
176,128,186,47,55,
132,73,200,48,72,
126,37,71,37,49,
42,104,2,42,118,
48,14,172,70,55,
189,61,111,30,75,
81,195,91,35,124,
34,188,12,49,5,
12,225,64,28,9,
86,233,157,68,87,
58,63,45,40,90,
78,75,15,39,31,
80,183,176,68,75,
159,23,238,46,73,
131,42,9,36,49,
124,51,123,45,48,
53,169,13,25,0,
46,245,243,70,63,
77,104,103,24,123,
177,178,190,53,57,
30,219,68,29,9,
3,221,118,22,0,
92,47,12,42,42,
59,58,247,61,73,
90,52,139,45,80,
59,196,117,33,123,
188,178,38,44,44,
124,130,48,32,102,
174,136,103,47,51,
164,108,64,45,47,
127,168,23,49,2,
131,12,208,48,58,
99,150,172,58,63,
117,215,89,29,107,
138,17,208,49,67,
0,188,179,64,32,
182,85,83,32,107,
87,93,2,35,114,
94,150,86,31,120,
24,222,145,69,88,
104,21,120,24,65,
230,155,189,45,74,
91,122,170,53,76,
67,100,42,39,117,
25,243,98,29,120,
62,79,221,53,70,
194,68,227,46,60,
146,228,81,69,75,
146,155,115,39,97,
65,235,66,30,104,
15,161,60,48,6,
45,139,78,32,105,
23,235,58,24,0,
5,197,135,64,94,
44,111,93,27,117,
100,205,10,33,126,
103,135,250,49,73,
97,63,226,51,64,
167,42,157,27,72,
214,83,140,32,76,
212,14,76,34,77,
139,45,17,36,78,
194,142,115,48,77,
57,194,79,29,5,
11,119,185,69,63,
153,169,143,55,56,
184,248,189,60,63,
193,242,75,54,50,
228,49,97,27,55,
119,24,245,48,64,
112,250,246,65,63,
114,149,33,28,5,
103,101,123,30,107,
132,164,54,30,118,
134,245,96,60,72,
127,201,239,61,63,
180,83,161,45,49,
89,233,248,67,75,
165,50,228,47,67,
167,27,194,25,68,
2,145,162,55,121,
43,245,244,62,44,
120,239,236,64,63,
221,64,233,45,57,
249,172,212,44,60,
18,165,77,34,123,
125,37,169,50,71,
18,92,219,53,119,
61,250,148,43,116,
125,197,178,57,63,
182,157,211,41,95,
165,79,3,37,78,
248,209,93,45,53,
245,154,19,43,86,
54,204,161,69,124,
172,252,246,47,60,
112,145,78,30,106,
90,88,14,39,113,
150,61,23,33,77,
128,227,243,52,69,
251,131,113,44,57,
254,224,192,44,63,
114,189,211,54,70,
199,112,15,44,47,
172,7,110,24,63,
234,213,192,45,56,
78,249,65,34,125,
91,235,62,32,119,
197,195,25,33,116,
34,23,222,63,67,
185,160,209,47,71,
225,133,75,44,83,
178,14,170,29,74,
241,146,181,44,76,
97,204,49,30,120,
43,166,177,71,90,
90,23,192,55,61,
215,60,75,24,64,
210,85,163,39,96,
56,90,100,32,120,
59,24,11,43,44,
192,118,128,48,55,
82,101,115,33,108,
68,36,232,51,58,
36,14,177,57,74,
159,129,168,48,54,
192,236,4,31,118,
70,41,180,63,65,
47,27,233,57,55,
107,82,34,40,87,
155,162,27,39,95,
112,127,99,56,78,
209,144,132,49,64,
120,116,220,61,72,
91,52,152,53,75,
192,218,25,40,101,
167,23,136,42,85,
232,242,165,44,70,
148,232,187,51,75,
224,182,54,35,106,
72,184,62,47,7,
75,243,155,71,24,
54,192,42,30,8,
111,146,141,51,52,
118,102,17,26,121,
218,100,114,44,49,
82,87,52,25,122,
209,165,85,46,49,
73,48,201,58,72,
114,170,132,60,81,
74,126,205,50,74,
127,66,68,44,46,
4,219,187,69,111,
146,100,209,49,65,
165,123,191,52,64,
54,149,203,65,74,
30,160,246,54,120,
246,42,48,28,73,
5,46,204,52,117,
157,244,132,64,43,
176,83,47,31,51,
172,81,69,36,99,
48,227,1,34,121,
114,26,186,53,58,
158,51,199,48,71,
76,28,22,40,88,
169,217,175,49,58,
1,196,143,45,123,
88,23,89,31,76,
29,154,166,70,38,
100,196,94,26,3,
31,252,43,23,0,
138,119,161,38,98,
16,230,254,61,5,
87,254,218,66,86,
178,148,20,45,81,
75,70,176,50,63,
51,19,37,40,89,
90,137,110,34,116,
42,244,214,65,107,
27,110,78,38,125,
225,86,211,45,71,
69,138,134,31,111,
66,60,172,53,63,
119,106,243,50,68,
147,254,190,59,63,
