R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
164,88,240,35,77,
86,73,109,35,49,
73,165,219,32,71,
77,36,217,34,106,
109,210,104,13,46,
179,155,192,33,107,
111,89,183,35,70,
37,231,162,15,12,
128,64,108,36,69,
141,53,107,1,70,
146,205,185,30,76,
12,20,121,52,38,
252,43,8,19,68,
65,140,23,24,15,
163,55,126,46,82,
170,41,159,34,123,
170,251,181,36,10,
149,110,95,53,94,
40,79,197,38,122,
229,10,66,42,8,
9,125,21,38,120,
215,234,21,30,55,
209,155,5,31,38,
24,86,152,58,18,
54,245,140,7,25,
240,27,6,21,63,
109,114,79,5,19,
190,28,254,8,63,
222,67,17,49,58,
113,109,25,15,46,
102,84,181,7,24,
196,131,73,41,126,
101,44,210,33,81,
190,219,203,27,40,
53,89,77,21,45,
19,73,236,34,56,
187,143,200,40,6,
223,208,120,40,126,
129,63,150,11,68,
78,168,181,9,74,
114,90,141,5,47,
198,226,201,53,46,
30,253,5,21,43,
88,49,134,20,12,
3,64,211,11,95,
173,207,47,42,85,
243,124,51,28,25,
189,90,190,8,77,
146,212,200,19,123,
136,53,5,46,69,
37,188,36,18,2,
21,241,30,5,70,
22,86,219,40,120,
202,229,252,51,38,
36,60,226,19,11,
68,221,121,19,10,
11,142,8,37,90,
204,148,10,15,27,
238,41,188,7,48,
190,41,175,34,124,
56,21,249,31,59,
157,193,54,47,87,
148,167,152,9,75,
129,78,177,46,68,
27,221,197,23,32,
115,208,41,35,80,
111,227,181,15,50,
252,84,13,16,56,
207,32,48,42,24,
210,64,167,37,88,
52,73,208,7,40,
233,173,104,38,100,
221,43,217,14,73,
70,96,35,25,2,
37,183,218,31,81,
83,233,52,34,63,
76,199,37,43,122,
47,30,52,26,111,
65,163,155,32,64,
119,88,227,39,84,
106,29,44,54,85,
157,125,154,61,39,
233,203,36,36,111,
192,244,243,8,87,
152,37,210,38,27,
90,25,233,12,17,
144,98,8,43,23,
152,30,92,9,0,
242,60,237,59,39,
202,16,244,66,120,
25,227,249,10,77,
58,95,118,37,76,
189,78,199,38,106,
90,121,201,38,56,
156,80,91,7,21,
203,59,221,66,98,
252,66,123,18,86,
27,66,91,29,24,
234,87,148,32,82,
54,219,249,13,47,
21,2,62,25,109,
12,69,220,51,51,
42,226,47,19,14,
167,50,81,51,71,
110,221,145,41,15,
163,202,239,39,101,
4,81,90,1,48,
64,71,7,54,32,
73,226,54,33,87,
131,189,192,10,74,
128,221,237,34,58,
115,122,50,21,8,
230,227,242,13,18,
202,244,174,18,15,
143,27,94,35,28,
195,47,242,33,57,
178,67,210,35,119,
50,3,27,33,105,
170,76,138,9,25,
71,105,84,0,70,
