0,0,1,19,30
0,1,2,20,32
0,2,3,21,33
0,3,3,21,33
0,4,3,21,35
0,5,4,22,36
0,6,4,22,36
0,7,3,23,37
0,8,2,24,38
0,9,3,25,39
0,10,3,25,39
0,11,4,26,40
0,12,3,26,40
0,13,3,26,40
0,14,3,26,40
0,15,3,26,40
0,16,3,26,40
0,17,3,26,41
0,18,3,26,41
0,19,3,27,43
0,20,3,27,43
0,21,3,27,42
0,22,3,27,43
0,23,3,28,43
0,24,2,28,43
0,25,2,28,43
0,26,2,28,43
0,27,2,28,43
0,28,2,28,43
0,29,2,28,43
0,30,2,28,43
0,31,2,28,43
0,32,2,28,43
0,33,2,28,43
0,34,2,28,43
0,35,2,28,43
0,36,2,28,43
0,37,2,28,43
0,38,3,29,44
0,39,3,29,44
0,40,3,29,44
0,41,3,29,44
0,42,3,29,44
0,43,3,29,44
0,44,3,29,44
0,45,3,29,44
0,46,3,29,44
0,47,3,29,45
0,48,3,30,47
0,49,3,30,48
0,50,3,30,49
0,51,4,31,50
0,52,4,31,50
0,53,4,31,50
0,54,4,31,50
0,55,4,31,50
0,56,4,31,50
0,57,4,31,50
0,58,4,31,50
0,59,4,31,50
0,60,4,31,50
0,61,4,31,50
0,62,4,31,50
0,63,4,31,50
0,64,4,32,51
0,65,5,32,51
0,66,5,32,51
0,67,4,33,51
0,68,4,33,51
0,69,5,33,52
0,70,5,34,53
0,71,5,34,53
0,72,5,33,53
0,73,5,34,53
0,74,4,33,52
0,75,5,33,52
0,76,5,33,53
0,77,5,34,53
0,78,5,33,53
0,79,5,33,54
0,80,5,33,53
0,81,5,33,54
0,82,5,33,54
0,83,5,33,54
0,84,5,33,53
0,85,5,33,54
0,86,4,33,54
0,87,4,33,54
0,88,5,33,54
0,89,5,33,53
0,90,5,33,52
0,91,5,33,54
0,92,5,33,54
0,93,5,33,53
0,94,5,33,53
0,95,5,33,54
0,96,5,33,54
0,97,5,33,54
0,98,5,33,54
0,99,5,33,54
0,100,5,33,54
0,101,5,33,54
0,102,5,33,54
0,103,5,33,53
0,104,5,33,52
0,105,5,33,53
0,106,4,33,52
0,107,4,33,51
0,108,4,33,51
0,109,4,33,51
0,110,4,33,51
0,111,4,33,51
0,112,4,33,51
0,113,4,33,51
0,114,4,33,51
0,115,4,33,51
0,116,5,32,51
0,117,5,32,51
0,118,4,31,50
0,119,3,30,48
0,120,3,29,46
0,121,3,29,45
0,122,3,29,44
0,123,2,28,43
0,124,2,28,43
0,125,3,27,43
0,126,3,26,41
0,127,3,26,40
1,0,2,20,32
1,1,2,20,32
1,2,3,21,33
1,3,3,21,35
1,4,3,22,36
1,5,4,23,37
1,6,3,24,38
1,7,2,24,38
1,8,3,25,39
1,9,3,25,39
1,10,3,26,40
1,11,3,26,40
1,12,3,26,40
1,13,3,26,41
1,14,3,26,41
1,15,3,27,44
1,16,3,28,44
1,17,3,28,45
1,18,3,29,45
1,19,2,28,45
1,20,3,28,44
1,21,3,28,43
1,22,2,28,44
1,23,3,29,45
1,24,3,29,45
1,25,3,29,45
1,26,3,29,45
1,27,3,29,45
1,28,3,29,45
1,29,3,29,46
1,30,3,29,45
1,31,2,29,44
1,32,2,29,45
1,33,2,28,43
1,34,2,28,43
1,35,3,29,44
1,36,3,29,44
1,37,3,29,44
1,38,3,29,44
1,39,3,29,44
1,40,3,29,44
1,41,3,29,45
1,42,3,29,46
1,43,3,30,47
1,44,3,30,48
1,45,3,30,47
1,46,3,30,48
1,47,3,30,48
1,48,4,31,49
1,49,4,31,50
1,50,4,31,50
1,51,4,31,50
1,52,4,31,50
1,53,4,31,50
1,54,4,31,50
1,55,5,32,51
1,56,5,32,51
1,57,5,32,51
1,58,5,32,51
1,59,5,32,51
1,60,5,32,51
1,61,4,32,51
1,62,4,32,51
1,63,5,32,51
1,64,4,33,51
1,65,4,33,51
1,66,5,34,52
1,67,5,33,53
1,68,4,33,54
1,69,3,34,54
1,70,4,35,55
1,71,4,34,55
1,72,4,34,55
1,73,4,34,55
1,74,4,35,55
1,75,4,34,55
1,76,4,35,55
1,77,4,34,55
1,78,4,35,55
1,79,4,35,55
1,80,4,35,55
1,81,4,34,54
1,82,5,33,54
1,83,5,33,54
1,84,5,33,54
1,85,5,33,54
1,86,5,33,54
1,87,5,33,53
1,88,4,35,55
1,89,4,34,54
1,90,5,34,54
1,91,4,35,55
1,92,4,34,55
1,93,4,35,54
1,94,4,34,54
1,95,4,34,54
1,96,5,33,54
1,97,4,33,54
1,98,4,34,55
1,99,4,35,55
1,100,4,34,54
1,101,4,34,54
1,102,4,34,55
1,103,4,33,54
1,104,5,34,55
1,105,4,34,54
1,106,5,34,54
1,107,4,34,54
1,108,4,34,54
1,109,4,34,53
1,110,5,33,53
1,111,5,33,52
1,112,5,34,52
1,113,5,34,52
1,114,5,34,52
1,115,4,33,51
1,116,4,33,51
1,117,5,32,51
1,118,5,32,51
1,119,5,32,51
1,120,4,31,49
1,121,3,30,47
1,122,3,29,45
1,123,3,29,44
1,124,3,29,44
1,125,2,28,43
1,126,2,28,43
1,127,4,27,43
2,0,3,21,33
2,1,3,21,33
2,2,3,22,35
2,3,3,22,36
2,4,4,23,37
2,5,3,24,38
2,6,3,24,38
2,7,3,25,39
2,8,3,26,40
2,9,3,26,40
2,10,3,26,40
2,11,3,26,42
2,12,3,27,42
2,13,3,28,44
2,14,3,29,44
2,15,2,28,45
2,16,2,28,43
2,17,2,28,44
2,18,2,28,44
2,19,2,28,44
2,20,3,28,44
2,21,3,28,44
2,22,3,28,44
2,23,2,29,45
2,24,2,29,45
2,25,2,29,45
2,26,2,29,45
2,27,3,29,45
2,28,3,29,45
2,29,3,29,45
2,30,3,29,45
2,31,3,29,46
2,32,3,30,47
2,33,3,30,47
2,34,3,30,47
