88,112,244
131,145,233
186,159,68
70,158,252
63,232,233
77,232,71
81,145,16
122,222,171
138,212,209
154,155,17
250,153,123
16,85,71
12,244,40
3,169,170
243,236,76
19,128,106
64,202,22
232,192,15
214,30,35
14,34,151
31,34,213
87,118,172
185,52,30
98,126,90
242,107,206
131,248,123
71,98,204
123,20,42
179,196,174
136,62,62
160,31,60
163,114,3
43,47,73
205,67,190
83,33,93
200,149,224
242,254,253
116,99,83
81,195,251
218,209,133
237,171,198
199,35,11
126,33,168
104,81,91
61,91,208
158,43,13
239,151,200
7,2,100
220,67,189
203,18,59
69,223,87
209,215,208
185,43,131
6,55,26
213,16,180
156,144,119
74,204,84
13,254,118
200,65,35
59,126,54
96,148,140
39,69,117
25,125,69
130,232,50
194,214,11
244,67,210
217,204,249
89,2,239
21,20,237
71,179,176
112,56,184
91,143,84
180,156,77
175,241,158
117,78,26
14,157,147
166,146,175
63,172,19
11,220,197
116,188,160
122,143,72
199,228,112
95,199,220
217,143,101
238,98,175
197,25,29
160,167,128
37,85,125
204,220,200
190,79,47
152,99,191
56,69,21
51,132,99
161,232,100
230,203,109
93,166,106
90,252,20
69,250,186
57,198,214
45,192,223
126,46,106
184,40,204
42,32,139
163,207,224
45,148,127
205,13,217
12,22,107
128,142,117
137,123,100
115,27,224
43,77,31
32,6,221
178,110,221
254,135,252
93,199,125
29,242,183
33,112,62
190,68,48
3,98,95
95,86,192
245,111,110
42,153,182
238,31,242
82,34,13
219,147,205
193,234,136
23,92,26
194,149,108
53,133,171
77,51,245
193,162,176
54,140,103
228,62,162
60,179,124
203,13,12
169,211,135
175,64,113
178,45,69
65,7,19
99,88,85
196,45,58
41,237,12
126,227,27
210,67,29
65,77,168
234,82,245
51,26,128
181,207,216
206,9,122
19,202,70
148,53,155
3,216,251
53,201,8
247,24,74
250,101,44
83,162,16
25,228,162
4,147,195
5,221,53
207,48,99
180,231,192
209,220,193
53,99,164
249,237,113
142,13,60
89,142,240
84,77,204
69,175,221
214,73,70
119,204,58
46,75,155
111,236,112
1,104,97
44,111,40
44,175,66
188,203,161
93,33,17
136,213,205
252,27,80
124,28,42
220,210,82
31,235,12
29,19,65
104,129,41
134,103,130
190,16,188
22,77,77
165,126,46
193,167,65
175,142,163
106,213,37
31,158,92
210,206,122
25,102,166
18,32,37
177,33,66
29,222,0
60,139,160
7,213,143
17,19,158
215,65,30
154,172,214
98,231,186
9,219,235
45,13,212
246,32,219
6,185,217
186,123,155
111,114,45
221,178,110
15,83,173
57,118,22
37,187,185
145,161,114
254,5,223
83,115,82
208,30,43
42,212,241
131,39,164
94,67,223
71,140,31
227,16,158
71,128,18
125,15,55
175,65,251
164,193,242
13,104,123
15,209,153
116,226,49
176,66,102
184,51,79
130,189,157
37,201,163
22,98,82
185,18,115
59,170,200
