R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
88,112,244,67,68,
131,145,233,59,68,
186,159,68,37,113,
70,158,252,71,68,
63,232,233,76,53,
77,232,71,38,133,
81,145,16,39,16,
122,222,171,74,55,
138,212,209,75,54,
154,155,17,44,108,
250,153,123,48,68,
16,85,71,39,134,
12,244,40,34,131,
3,169,170,76,96,
243,236,76,40,105,
19,128,106,32,9,
64,202,22,30,134,
232,192,15,34,115,
214,30,35,45,83,
14,34,151,55,124,
31,34,213,74,56,
87,118,172,70,56,
185,52,30,45,53,
98,126,90,31,125,
242,107,206,48,64,
131,248,123,74,81,
71,98,204,66,78,
123,20,42,46,83,
179,196,174,58,68,
136,62,62,47,85,
160,31,60,37,83,
163,114,3,41,103,
43,47,73,43,96,
205,67,190,48,82,
83,33,93,47,50,
200,149,224,50,72,
242,254,253,49,72,
116,99,83,33,124,
81,195,251,71,80,
218,209,133,52,68,
237,171,198,48,79,
199,35,11,37,53,
126,33,168,47,91,
104,81,91,47,48,
61,91,208,72,68,
158,43,13,46,53,
239,151,200,48,61,
7,2,100,0,0,
220,67,189,48,75,
203,18,59,44,53,
69,223,87,33,125,
209,215,208,49,76,
185,43,131,44,83,
6,55,26,44,126,
213,16,180,46,60,
156,144,119,61,76,
74,204,84,32,112,
13,254,118,30,10,
200,65,35,38,53,
59,126,54,35,130,
96,148,140,34,119,
39,69,117,50,41,
25,125,69,35,131,
130,232,50,30,2,
194,214,11,32,125,
244,67,210,47,55,
217,204,249,49,64,
89,2,239,55,69,
21,20,237,61,79,
71,179,176,76,110,
112,56,184,50,81,
91,143,84,35,110,
180,156,77,38,114,
175,241,158,56,68,
117,78,26,47,86,
14,157,147,31,10,
166,146,175,54,74,
63,172,19,32,8,
11,220,197,48,132,
116,188,160,75,81,
122,143,72,32,126,
199,228,112,67,78,
95,199,220,62,68,
217,143,101,49,84,
238,98,175,48,72,
197,25,29,27,62,
160,167,128,57,75,
37,85,125,46,105,
204,220,200,50,68,
190,79,47,47,84,
152,99,191,53,73,
56,69,21,52,0,
51,132,99,26,133,
161,232,100,30,125,
230,203,109,54,62,
93,166,106,36,16,
90,252,20,26,0,
69,250,186,73,42,
57,198,214,76,68,
45,192,223,75,68,
126,46,106,38,113,
184,40,204,50,75,
42,32,139,61,82,
163,207,224,55,68,
45,148,127,40,26,
205,13,217,30,59,
12,22,107,74,60,
128,142,117,65,78,
137,123,100,36,124,
115,27,224,52,77,
43,77,31,52,2,
32,6,221,61,80,
178,110,221,50,64,
254,135,252,47,68,
93,199,125,46,124,
29,242,183,68,2,
33,112,62,43,126,
190,68,48,27,74,
3,98,95,36,129,
95,86,192,64,58,
245,111,110,43,53,
42,153,182,68,57,
238,31,242,47,67,
82,34,13,45,45,
219,147,205,49,60,
193,234,136,60,60,
23,92,26,37,122,
194,149,108,51,82,
53,133,171,73,68,
77,51,245,56,61,
193,162,176,49,56,
54,140,103,37,5,
228,62,162,42,53,
60,179,124,25,5,
203,13,12,34,82,
169,211,135,60,76,
175,64,113,33,55,
178,45,69,26,66,
65,7,19,41,84,
99,88,85,48,89,
196,45,58,35,54,
41,237,12,36,130,
126,227,27,39,121,
210,67,29,26,70,
65,77,168,76,82,
234,82,245,48,57,
51,26,128,76,63,
181,207,216,51,68,
206,9,122,39,53,
19,202,70,50,8,
148,53,155,48,52,
3,216,251,60,131,
53,201,8,31,133,
247,24,74,38,83,
250,101,44,33,81,
83,162,16,31,1,
25,228,162,68,35,
4,147,195,47,131,
5,221,53,24,0,
207,48,99,35,82,
180,231,192,53,68,
209,220,193,49,68,
53,99,164,72,80,
249,237,113,51,73,
142,13,60,30,79,
89,142,240,61,68,
84,77,204,60,68,
69,175,221,70,68,
214,73,70,26,69,
119,204,58,42,119,
46,75,155,73,67,
111,236,112,68,68,
1,104,97,52,3,
44,111,40,47,3,
44,175,66,32,2,
188,203,161,52,63,
93,33,17,46,88,
136,213,205,63,59,
252,27,80,39,83,
124,28,42,45,44,
220,210,82,57,61,
31,235,12,51,7,
29,19,65,43,41,
104,129,41,33,113,
134,103,130,45,101,
190,16,188,40,53,
22,77,77,48,3,
165,126,46,48,86,
193,167,65,46,100,
175,142,163,52,78,
106,213,37,40,28,
31,158,92,37,132,
210,206,122,51,63,
25,102,166,46,130,
18,32,37,77,85,
177,33,66,28,60,
29,222,0,52,6,
60,139,160,66,57,
7,213,143,33,18,
17,19,158,75,60,
215,65,30,28,76,
154,172,214,52,73,
98,231,186,65,68,
9,219,235,75,95,
45,13,212,61,78,
246,32,219,47,79,
6,185,217,74,133,
186,123,155,51,77,
111,114,45,28,130,
221,178,110,50,77,
15,83,173,56,126,
57,118,22,42,120,
37,187,185,76,26,
145,161,114,65,58,
254,5,223,47,76,
83,115,82,27,132,
208,30,43,26,71,
42,212,241,74,68,
131,39,164,45,93,
94,67,223,55,62,
71,140,31,40,134,
227,16,158,46,74,
71,128,18,39,123,
125,15,55,31,80,
175,65,251,49,80,
164,193,242,50,59,
13,104,123,24,3,
15,209,153,60,130,
116,226,49,34,136,
176,66,102,47,83,
184,51,79,46,89,
130,189,157,69,68,
37,201,163,73,55,
22,98,82,41,121,
185,18,115,26,67,
59,170,200,70,91,
173,45,138,26,68,
16,8,9,46,87,
144,108,158,55,74,
20,30,87,41,11,
98,246,88,35,129,
208,235,100,62,77,
97,197,114,31,126,
117,199,93,34,128,
117,231,16,31,128,
179,66,77,47,52,
66,200,164,70,115,
62,95,9,41,125,
147,74,182,51,78,
40,141,253,66,68,
81,117,169,42,104,
73,127,54,35,111,
163,207,202,59,60,
39,31,68,44,43,
26,1,47,36,53,
150,152,210,49,83,
178,199,14,36,109,
66,118,209,64,68,
205,47,85,29,59,
233,124,105,35,115,
219,175,97,34,114,
119,131,252,50,60,
231,191,81,49,52,
130,235,94,39,126,
140,249,231,57,68,
124,19,130,46,90,
110,44,35,34,54,
224,113,223,48,78,
98,244,198,63,86,
159,164,23,34,113,
138,230,135,37,124,
251,244,127,48,54,
24,96,157,67,3,
144,211,238,54,79,
111,11,175,71,63,
136,147,27,35,109,
217,63,127,32,56,
113,233,238,35,124,
222,42,107,43,83,
127,240,153,68,23,
182,175,2,33,126,
188,62,147,47,53,
63,206,55,25,0,
81,17,147,76,62,
174,98,45,47,51,
110,156,141,56,81,
243,75,6,26,65,
89,251,5,36,132,
4,245,42,32,10,
148,145,253,44,102,
133,139,190,53,57,
181,21,44,38,107,
51,89,100,33,127,
35,115,206,72,55,
172,122,207,50,76,
248,201,119,48,83,
247,250,63,51,59,
149,232,39,34,129,
162,34,126,39,106,
170,129,64,39,108,
157,249,63,26,132,
184,28,137,29,77,
15,135,106,35,15,
54,136,122,25,123,
180,168,198,48,53,
30,180,234,71,32,
166,200,100,55,80,
95,96,185,58,61,
216,197,40,33,114,
221,51,130,46,61,
125,239,178,69,79,
166,65,81,48,85,
153,131,127,55,55,
231,166,151,47,78,
161,216,45,29,131,
211,199,59,35,114,
93,92,240,50,55,
138,47,244,51,70,
136,153,8,40,118,
207,231,77,54,68,
245,170,128,47,58,
60,188,157,74,29,
154,180,103,57,82,
125,71,10,43,94,
61,226,162,74,119,
118,176,27,28,123,
114,48,173,76,56,
94,74,37,42,33,
163,168,138,61,60,
233,179,75,51,54,
222,173,224,47,71,
100,90,19,43,93,
109,72,71,47,87,
75,178,2,27,0,
161,207,7,39,110,
213,222,8,36,115,
112,233,203,68,79,
213,196,54,38,108,
182,251,237,50,73,
73,155,144,36,15,
253,111,96,32,80,
168,54,181,52,65,
90,27,251,53,74,
138,41,148,39,107,
86,39,50,44,92,
7,249,61,23,0,
93,171,51,32,132,
78,103,161,63,68,
138,247,159,71,92,
116,191,171,63,77,
188,215,203,43,102,
232,141,172,47,65,
196,135,119,49,53,
149,131,237,43,103,
18,243,86,34,125,
226,34,53,46,62,
115,204,69,32,128,
249,254,26,32,114,
87,69,119,41,104,
118,132,237,64,59,
102,148,187,53,79,
26,92,65,43,111,
172,154,29,37,109,
70,235,0,37,129,
222,150,143,52,69,
191,62,102,45,91,
14,124,95,33,10,
249,224,9,49,51,
67,230,49,26,4,
142,7,173,45,92,
15,26,50,37,26,
112,75,115,48,51,
183,232,6,33,128,
101,35,183,58,69,
86,97,35,43,2,
125,9,210,55,67,
154,179,252,50,63,
117,81,221,54,76,
137,199,158,74,54,
140,201,71,25,132,
170,92,76,47,46,
9,210,163,58,11,
152,8,135,45,100,
123,189,18,43,109,
73,14,110,26,72,
221,138,196,48,58,
244,15,21,46,64,
100,155,49,33,129,
161,79,130,46,92,
46,34,80,37,123,
53,219,250,75,41,
4,236,97,27,4,
191,164,107,54,80,
94,2,189,60,67,
160,202,198,56,74,
185,147,207,49,82,
254,95,65,46,68,
240,126,105,41,53,
148,214,85,33,115,
226,211,216,48,65,
79,131,27,43,3,
40,50,132,74,57,
186,158,48,48,90,
42,182,200,71,128,
45,96,156,67,57,
11,153,152,55,13,
216,61,104,46,69,
179,124,1,47,49,
5,226,193,68,1,
4,164,121,35,125,
189,206,89,52,58,
89,73,9,46,46,
152,225,173,60,84,
10,135,216,66,130,
234,51,150,44,55,
155,183,102,62,50,
137,226,57,49,136,
92,210,22,31,2,
63,50,130,61,52,
140,61,125,45,94,
145,21,141,75,56,
246,183,181,48,60,
108,83,217,59,67,
185,151,84,46,93,
193,234,179,52,67,
84,233,24,38,126,
83,102,55,28,131,
71,182,252,72,43,
10,99,251,55,125,
40,162,243,47,125,
107,59,184,61,59,
125,135,86,44,94,
155,162,121,55,56,
49,141,122,22,0,
127,136,213,69,57,
117,206,101,32,115,
202,207,103,65,77,
236,119,49,51,81,
119,11,185,67,72,
178,94,136,54,77,
203,108,127,55,71,
209,39,131,46,71,
173,124,198,52,66,
251,133,9,49,85,
86,219,213,61,119,
175,94,43,47,47,
99,115,74,47,99,
234,104,24,47,88,
195,8,106,46,77,
72,176,246,59,83,
208,72,83,47,89,
124,119,122,52,83,
234,233,178,48,77,
240,70,70,42,54,
141,11,13,36,83,
67,71,104,27,131,
82,171,245,62,59,
11,203,127,26,5,
1,161,90,25,3,
41,179,142,69,101,
226,88,11,44,93,
97,24,204,56,62,
248,125,119,47,81,
44,217,70,30,131,
214,190,210,49,58,
209,129,75,54,78,
163,25,0,30,57,
200,121,105,51,56,
114,16,76,26,64,
145,167,45,41,21,
49,145,183,71,104,
155,196,34,30,126,
66,104,87,38,124,
26,3,244,76,55,
241,122,161,47,75,
72,39,190,53,63,
159,28,208,42,103,
160,51,191,53,70,
254,8,25,46,73,
120,139,41,32,124,
91,185,113,68,90,
141,151,83,39,114,
166,54,217,51,71,
10,35,232,67,132,
125,79,139,62,76,
48,231,99,29,124,
192,47,208,49,81,
189,186,30,34,124,
86,52,228,67,69,
227,156,228,48,71,
159,241,216,51,75,
101,77,131,51,53,
251,158,220,48,66,
246,163,187,48,62,
248,152,144,47,61,
239,25,112,46,75,
24,88,137,66,99,
249,19,238,47,64,
219,103,121,51,79,
22,137,156,65,6,
101,178,121,60,52,
146,192,7,37,134,
202,219,73,69,56,
134,210,64,35,135,
226,234,185,49,57,
222,23,252,47,54,
210,235,117,56,67,
67,36,90,42,102,
113,179,231,52,62,
159,66,248,50,74,
197,107,158,51,76,
189,196,221,50,61,
164,99,199,52,70,
197,213,85,44,103,
34,46,36,42,121,
138,221,189,66,88,
59,28,110,42,118,
124,33,110,50,84,
165,91,131,76,58,
222,108,127,50,78,
145,76,204,52,64,
147,189,136,58,53,
145,19,95,65,59,
110,212,61,31,5,
190,195,238,50,62,
215,152,216,49,71,
185,99,221,50,66,
185,91,229,50,65,
227,88,144,44,60,
226,238,168,51,74,
119,85,20,45,90,
47,112,144,71,44,
23,101,145,76,12,
150,104,230,51,69,
0,163,191,76,40,
140,36,67,46,44,
133,48,201,55,70,
32,116,61,40,121,
229,193,240,48,63,
110,89,216,54,73,
245,155,17,37,108,
85,21,109,65,55,
16,94,67,30,123,
41,235,237,49,114,
75,125,179,58,75,
108,237,141,49,135,
130,3,44,29,78,
197,141,45,46,45,
91,187,181,72,93,
244,145,189,48,70,
178,241,76,40,109,
67,51,140,70,55,
188,177,171,52,79,
100,68,25,43,97,
232,181,64,76,57,
144,72,238,51,72,
11,225,40,45,4,
117,253,26,44,130,
34,201,185,69,34,
185,77,138,51,80,
133,11,186,50,80,
249,68,231,48,69,
161,73,209,52,71,
183,96,150,46,91,
158,166,163,67,67,
91,237,85,52,18,
253,70,69,46,78,
127,32,127,72,70,
103,45,63,45,43,
176,169,182,55,65,
136,138,240,53,71,
134,240,148,64,126,
223,112,139,49,55,
67,100,111,51,39,
145,179,86,61,51,
27,86,92,33,111,
102,112,223,67,70,
108,118,168,67,79,
163,218,177,56,69,
105,72,224,52,61,
69,109,97,52,15,
112,101,168,55,81,
75,252,81,34,17,
0,98,77,53,5,
