R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
232,242,56,66,48,
183,99,49,18,106,
44,222,160,37,108,
238,254,64,44,60,
53,187,50,0,74,
244,174,79,11,26,
1,112,35,24,77,
253,233,4,35,34,
95,33,15,4,45,
158,113,67,28,51,
75,217,121,49,47,
162,212,238,42,26,
213,205,227,54,0,
240,146,131,2,69,
201,64,68,8,38,
230,36,196,15,49,
227,176,159,47,50,
172,190,60,3,71,
37,169,242,24,29,
91,124,217,54,1,
243,69,4,22,112,
181,252,245,68,68,
240,212,164,70,41,
6,148,200,23,35,
24,252,45,9,51,
177,151,43,10,49,
86,70,194,20,66,
165,154,8,32,61,
149,173,196,66,60,
226,38,57,49,99,
69,219,120,33,109,
86,143,237,56,102,
105,253,34,22,44,
122,78,148,11,110,
46,140,70,1,35,
194,18,135,43,15,
80,251,126,42,127,
118,154,200,52,40,
4,135,147,14,63,
52,188,247,15,61,
197,74,170,47,112,
12,64,46,52,31,
177,131,140,57,12,
236,23,175,40,12,
126,20,66,52,21,
162,120,140,42,122,
230,213,243,56,66,
111,184,29,10,94,
41,202,148,4,121,
23,47,204,57,91,
247,30,190,16,26,
1,49,3,66,109,
28,222,166,57,108,
32,2,7,10,48,
202,198,201,17,105,
121,123,131,49,45,
75,49,175,43,117,
237,229,60,51,37,
48,180,203,4,66,
139,180,51,7,45,
211,177,107,33,82,
12,143,2,21,24,
177,133,192,20,39,
97,148,232,35,13,
229,239,130,58,44,
185,87,210,3,70,
191,202,35,6,75,
37,4,127,50,44,
131,249,150,14,64,
226,22,102,34,109,
209,97,229,54,22,
217,246,27,6,72,
218,226,146,48,13,
75,69,244,59,119,
243,135,94,39,61,
215,225,251,36,34,
245,120,140,15,75,
5,142,69,36,24,
166,39,107,13,30,
15,200,215,14,42,
250,6,215,62,108,
72,27,51,51,114,
12,228,78,2,34,
247,17,6,71,23,
45,41,31,56,23,
68,216,85,40,33,
217,124,191,16,75,
166,5,34,35,82,
96,150,160,56,108,
91,206,229,14,31,
114,227,249,54,88,
88,119,94,45,31,
101,11,157,28,56,
38,144,80,10,60,
33,70,195,58,89,
146,234,127,47,2,
33,49,161,49,105,
1,29,191,23,54,
226,146,185,3,73,
101,163,14,50,46,
119,198,123,45,84,
187,59,24,21,96,
100,167,235,36,4,
191,58,103,42,110,
119,0,212,32,19,
82,254,210,21,22,
125,86,156,60,122,
147,52,220,20,17,
172,155,156,22,62,
156,250,31,19,103,
58,96,211,44,57,
190,212,229,70,106,
252,156,206,61,43,
91,23,179,2,86,
240,144,176,2,98,
64,225,182,17,83,
41,125,41,35,42,
82,60,131,57,10,
219,31,0,51,88,
210,202,104,12,63,
71,7,166,59,25,
168,34,204,11,49,
94,166,56,14,29,
76,99,252,24,37,
44,164,156,18,56,
179,236,158,56,31,
207,51,221,23,55,
118,15,227,41,5,
161,16,102,51,55,
124,181,5,16,54,
144,82,163,44,63,
225,239,31,20,114,
163,69,10,59,125,
170,243,32,59,99,
204,133,37,6,60,
252,84,102,10,45,
23,74,68,8,70,
223,127,198,65,48,
215,202,239,62,17,
43,57,2,5,67,
1,200,233,12,31,
39,201,201,43,5,
232,119,32,50,70,
78,76,115,11,24,
198,193,198,49,41,
126,191,187,50,69,
7,216,90,48,67,
62,63,92,55,81,
235,145,99,20,79,
162,150,124,70,65,
197,167,212,21,62,
213,12,19,21,34,
242,224,116,13,32,
246,228,37,66,112,
44,74,73,8,67,
52,131,43,17,93,
145,63,247,27,24,
92,237,239,46,99,
187,77,155,61,91,
254,242,218,17,22,
145,124,93,14,51,
253,157,102,64,104,
56,131,249,69,105,
88,27,30,42,102,
34,22,197,26,82,
104,10,243,45,55,
202,228,190,41,95,
0,25,102,20,63,
172,41,190,44,21,
83,116,187,49,68,
19,12,72,42,89,
98,253,38,32,33,
33,212,245,21,53,
161,208,97,21,55,
22,69,37,41,85,
79,214,136,61,101,
28,191,193,13,31,
22,184,218,23,116,
254,226,254,56,25,
88,163,202,10,29,
7,14,122,52,52,
241,11,251,26,32,
130,189,20,57,31,
182,10,77,15,22,
88,80,25,7,22,
206,140,103,11,57,
161,240,163,64,33,
30,58,108,36,54,
42,49,60,53,87,
197,51,33,53,33,
251,77,249,54,47,
72,20,132,70,123,
86,170,169,57,16,
2,23,49,59,105,
194,124,7,51,68,
252,31,122,25,126,
133,46,45,36,113,
70,2,99,66,0,
174,126,99,18,34,
72,211,155,37,34,
52,101,168,45,52,
127,18,95,1,29,
232,53,187,14,55,
9,102,85,33,107,
113,69,216,16,14,
135,13,159,41,113,
245,221,234,61,5,
35,40,210,43,1,
13,181,168,6,25,
219,138,9,9,43,
239,119,51,55,108,
42,85,231,13,1,
241,105,5,26,65,
240,106,4,19,49,
174,226,77,71,93,
65,24,33,15,19,
205,205,104,59,126,
228,227,164,19,51,
134,119,224,55,37,
131,72,63,48,63,
100,77,11,13,11,
75,106,116,17,121,
129,45,88,0,60,
13,237,157,31,113,
