R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
182,40,70,52,1,
164,78,23,5,9,
69,11,80,58,115,
64,163,117,6,74,
58,96,93,50,75,
126,173,15,26,45,
45,41,123,56,123,
146,82,9,18,50,
187,207,125,27,34,
17,92,108,28,63,
70,234,171,47,17,
220,173,140,4,81,
141,11,17,58,112,
85,122,44,48,19,
16,95,200,67,126,
2,7,17,18,37,
241,26,45,31,59,
216,147,31,70,22,
107,204,20,33,54,
245,100,41,63,24,
190,162,253,7,12,
79,212,59,48,101,
222,164,173,7,21,
240,225,5,39,16,
225,128,157,59,99,
85,162,65,70,34,
95,247,217,18,58,
127,92,181,50,28,
130,214,78,2,55,
85,134,80,47,40,
142,227,174,64,44,
187,45,2,55,3,
59,137,251,55,102,
128,66,10,16,43,
32,249,27,31,8,
51,126,39,20,94,
248,131,76,54,76,
161,134,182,22,46,
192,120,209,66,122,
124,129,118,55,96,
105,180,212,23,49,
232,158,12,26,73,
69,176,75,15,43,
19,220,199,28,81,
231,96,35,9,27,
107,18,81,50,53,
193,5,216,19,91,
62,163,36,24,76,
153,180,214,52,88,
245,120,33,41,37,
58,27,18,21,45,
1,103,212,41,31,
122,197,43,60,9,
39,185,199,33,73,
87,53,125,30,119,
179,241,162,4,78,
237,86,127,36,123,
201,31,56,22,44,
12,183,120,39,65,
178,95,183,63,33,
158,75,138,44,65,
103,49,167,39,26,
72,229,128,58,0,
151,4,205,47,18,
179,105,139,45,108,
151,56,238,47,65,
127,214,50,45,86,
87,207,153,42,5,
163,113,197,7,87,
154,65,14,32,78,
134,84,4,19,41,
91,48,207,8,121,
67,104,98,50,60,
86,32,90,26,112,
155,74,80,70,125,
87,51,192,4,38,
146,208,45,15,124,
185,143,229,39,47,
57,10,33,58,117,
63,149,30,29,76,
180,156,137,40,55,
227,115,135,54,13,
8,63,13,50,61,
170,201,177,69,112,
62,68,39,50,46,
173,125,43,43,100,
1,12,24,45,39,
220,16,211,19,86,
50,245,22,25,85,
129,238,117,48,113,
15,85,145,3,68,
129,233,34,3,11,
111,128,167,19,90,
4,114,25,14,46,
140,200,190,51,68,
207,158,179,32,21,
88,215,17,23,2,
44,60,204,44,17,
220,164,22,59,32,
66,106,130,28,107,
137,92,104,44,78,
157,59,154,32,90,
239,100,80,1,37,
170,198,121,19,2,
121,75,53,22,115,
177,125,224,67,51,
6,169,85,62,117,
49,221,165,18,79,
193,45,10,28,30,
221,22,158,18,13,
44,185,155,42,87,
84,46,184,2,82,
157,165,24,53,92,
115,1,243,10,38,
62,163,194,9,37,
231,59,245,21,64,
26,191,244,32,11,
37,160,230,23,72,
126,7,88,25,7,
220,238,84,52,104,
231,131,115,27,52,
113,21,122,31,60,
182,87,249,40,54,
55,48,116,55,52,
101,168,149,7,91,
70,57,228,50,2,
245,95,38,67,27,
105,63,55,19,54,
185,64,64,18,42,
151,254,80,13,67,
65,91,166,14,2,
76,7,81,46,62,
42,179,53,37,33,
88,74,71,44,60,
61,122,81,45,72,
10,101,78,5,127,
131,179,248,20,96,
87,90,220,63,36,
210,191,233,43,37,
200,129,222,61,47,
202,30,205,71,57,
1,164,107,37,42,
232,243,231,60,82,
5,175,121,11,5,
217,10,14,19,52,
