182,40,70
164,78,23
69,11,80
64,163,117
58,96,93
126,173,15
45,41,123
146,82,9
187,207,125
17,92,108
70,234,171
220,173,140
141,11,17
85,122,44
16,95,200
2,7,17
241,26,45
216,147,31
107,204,20
245,100,41
190,162,253
79,212,59
222,164,173
240,225,5
225,128,157
85,162,65
95,247,217
127,92,181
130,214,78
85,134,80
142,227,174
187,45,2
59,137,251
128,66,10
32,249,27
51,126,39
248,131,76
161,134,182
192,120,209
124,129,118
105,180,212
232,158,12
69,176,75
19,220,199
231,96,35
107,18,81
193,5,216
62,163,36
153,180,214
245,120,33
58,27,18
1,103,212
122,197,43
39,185,199
87,53,125
179,241,162
237,86,127
201,31,56
12,183,120
178,95,183
158,75,138
103,49,167
72,229,128
151,4,205
179,105,139
151,56,238
127,214,50
87,207,153
163,113,197
154,65,14
134,84,4
91,48,207
67,104,98
86,32,90
155,74,80
87,51,192
146,208,45
185,143,229
57,10,33
63,149,30
180,156,137
227,115,135
8,63,13
170,201,177
62,68,39
173,125,43
1,12,24
220,16,211
50,245,22
129,238,117
15,85,145
129,233,34
111,128,167
4,114,25
140,200,190
207,158,179
88,215,17
44,60,204
220,164,22
66,106,130
137,92,104
157,59,154
239,100,80
170,198,121
121,75,53
177,125,224
6,169,85
49,221,165
193,45,10
221,22,158
44,185,155
84,46,184
157,165,24
115,1,243
62,163,194
231,59,245
26,191,244
37,160,230
126,7,88
220,238,84
231,131,115
113,21,122
182,87,249
55,48,116
101,168,149
70,57,228
245,95,38
105,63,55
185,64,64
151,254,80
65,91,166
76,7,81
42,179,53
88,74,71
61,122,81
10,101,78
131,179,248
87,90,220
210,191,233
200,129,222
202,30,205
1,164,107
232,243,231
5,175,121
217,10,14
108,160,116
56,216,225
101,163,59
79,235,163
193,104,223
94,164,122
209,50,156
76,11,48
164,109,241
120,223,124
0,34,180
161,65,212
117,88,138
3,191,204
29,145,8
92,109,166
206,86,190
228,110,198
189,132,168
188,152,42
69,227,214
82,92,32
143,211,193
64,177,31
137,185,20
218,112,50
92,16,88
201,49,70
21,101,1
183,208,140
239,32,75
56,85,201
84,63,84
107,60,233
83,60,21
0,35,6
128,231,215
113,78,103
8,200,211
173,175,82
3,42,147
11,54,115
121,223,60
224,215,126
210,231,104
235,158,235
6,245,189
53,16,161
66,63,134
190,6,126
69,151,230
39,234,247
100,155,50
101,88,182
92,176,145
223,239,184
0,60,35
180,64,172
32,77,142
115,131,14
163,164,238
211,127,118
204,196,244
145,34,58
27,129,29
81,155,180
223,157,19
149,224,194
121,10,174
32,135,236
154,157,64
96,206,122
129,66,181
38,197,161
228,202,138
231,219,133
135,57,232
79,191,138
93,5,75
6,244,45
92,243,74
78,186,53
214,108,161
38,165,140
181,216,46
61,132,27
156,186,125
37,46,171
202,68,233
66,244,98
87,2,232
212,93,206
11,91,124
36,242,69
234,219,234
66,54,208
148,244,187
96,146,218
140,22,225
219,208,23
11,28,136
9,222,5
154,45,75
77,146,191
180,121,118
227,199,214
14,24,216
179,105,126
96,230,49
33,117,48
126,188,146
148,167,243
104,108,195
193,83,251
78,88,21
99,18,247
233,177,245
168,33,201
18,16,161
223,197,141
189,169,219
163,162,121
65,9,83
224,55,61
143,213,187
197,34,229
233,226,223
56,57,24
153,197,163
190,92,129
224,194,158
107,64,124
242,146,120
55,40,43
206,216,189
165,92,34
130,87,114
105,130,209
101,96,3
14,192,165
3,78,203
171,81,131
237,51,109
196,170,178
160,143,160
120,80,105
119,124,201
207,172,7
176,207,109
67,70,163
8,80,64
207,126,209
247,241,82
147,226,237
179,93,11
52,151,111
54,109,239
24,207,38
211,196,5
27,215,216
120,132,36
96,7,254
52,152,205
36,228,178
79,177,198
46,32,90
130,108,116
82,115,93
59,242,24
204,74,131
127,78,189
72,236,214
187,218,158
138,68,203
18,117,179
83,173,250
36,248,52
43,150,177
201,208,34
1,41,75
94,217,6
147,138,229
171,23,19
87,132,95
135,213,189
43,49,210
208,249,8
109,11,194
153,148,182
148,138,252
97,218,253
247,1,216
100,183,141
198,192,162
225,50,148
126,228,110
141,136,87
35,187,50
52,90,51
90,86,162
3,208,22
177,156,112
88,28,166
242,137,98
157,41,92
53,4,235
130,190,18
155,214,55
180,199,29
20,178,124
19,134,199
172,166,159
216,85,240
150,11,203
49,137,45
237,69,245
247,113,251
172,31,67
229,18,193
238,199,179
170,221,218
200,237,195
142,110,100
69,9,223
59,17,181
141,47,193
134,34,4
4,14,92
16,146,123
98,253,240
4,110,16
127,42,155
31,51,47
187,176,150
3,146,160
252,113,211
210,78,3
213,120,38
3,184,237
158,230,105
28,168,218
37,179,13
16,191,126
107,217,77
236,240,251
33,117,158
191,159,80
27,200,42
11,20,155
52,215,40
186,247,10
204,10,206
173,75,104
224,236,91
62,101,209
46,216,233
139,211,61
169,113,34
62,111,148
240,215,241
171,41,38
37,99,103
171,79,254
88,185,71
84,60,6
155,188,104
186,139,112
150,158,12
43,125,20
13,95,51
41,189,62
73,246,144
55,113,115
31,138,126
179,211,84
91,35,74
134,115,125
102,65,98
222,239,216
139,124,138
215,171,151
103,109,13
120,8,225
91,80,154
151,71,206
208,82,98
246,145,231
237,152,75
106,134,158
66,7,216
99,170,152
89,173,21
237,120,37
130,116,157
213,185,84
118,41,181
180,102,227
242,249,231
208,192,75
90,196,190
59,114,198
209,196,127
104,209,181
49,25,102
166,79,92
137,40,77
97,236,139
201,236,133
173,49,212
66,5,212
234,198,225
80,157,94
237,103,227
119,157,195
104,237,26
126,72,104
115,234,233
81,232,24
41,128,147
81,90,205
17,206,7
210,4,207
209,186,5
59,166,192
208,116,160
7,82,174
52,30,86
105,46,178
183,130,228
197,20,54
230,237,92
73,118,164
35,163,35
218,226,135
226,17,209
22,72,7
36,52,159
97,9,26
243,208,145
160,13,59
109,172,142
123,161,199
73,195,173
205,47,20
121,136,86
36,245,39
164,114,161
45,124,84
136,151,239
166,251,204
232,223,69
71,21,213
