0,0,105,99,148
0,1,97,92,136
0,2,113,120,170
0,3,70,61,93
0,4,98,79,111
0,5,106,91,122
0,6,88,68,92
0,7,64,44,71
0,8,58,43,77
0,9,82,57,89
0,10,90,55,80
0,11,96,59,84
0,12,51,58,108
0,13,31,43,113
0,14,38,44,111
0,15,73,76,145
0,16,46,52,134
0,17,75,71,141
0,18,70,86,168
0,19,155,179,242
0,20,160,185,253
0,21,167,187,253
0,22,171,188,253
0,23,173,188,253
0,24,169,186,253
0,25,162,181,250
0,26,155,178,247
0,27,165,181,248
0,28,163,179,246
0,29,161,178,245
0,30,148,172,242
0,31,134,166,239
0,32,118,161,237
0,33,117,161,236
0,34,120,161,237
0,35,119,160,235
0,36,111,157,234
0,37,99,152,233
0,38,94,150,232
0,39,93,150,232
0,40,92,151,232
0,41,91,149,231
0,42,86,148,232
0,43,88,149,231
0,44,93,150,232
0,45,93,150,232
0,46,90,149,231
0,47,89,148,232
0,48,86,148,232
0,49,83,147,232
0,50,77,145,230
0,51,61,142,230
0,52,51,140,229
0,53,47,139,229
0,54,53,139,229
0,55,65,142,229
0,56,74,143,229
0,57,83,145,230
0,58,80,145,230
0,59,82,145,230
0,60,82,146,230
0,61,83,145,230
0,62,82,145,230
0,63,69,143,228
0,64,57,140,230
0,65,61,140,228
0,66,49,139,229
0,67,37,137,228
0,68,39,137,229
0,69,31,136,227
0,70,13,136,226
0,71,9,134,226
0,72,5,133,226
0,73,7,134,226
0,74,2,133,227
0,75,1,134,226
0,76,1,134,226
0,77,1,134,227
0,78,1,135,227
0,79,1,134,227
0,80,1,135,227
0,81,1,135,228
0,82,0,136,228
0,83,0,136,229
0,84,0,136,229
0,85,1,136,229
0,86,1,136,227
0,87,0,137,228
0,88,1,137,229
0,89,1,137,229
0,90,1,137,228
0,91,1,137,228
0,92,1,137,228
0,93,0,137,227
0,94,1,137,228
0,95,0,139,229
0,96,1,138,227
0,97,1,137,228
0,98,1,137,228
0,99,1,137,229
0,100,1,137,227
0,101,1,137,227
0,102,0,137,226
0,103,1,137,227
0,104,0,137,227
0,105,1,137,229
0,106,1,136,227
0,107,1,135,227
0,108,0,133,226
0,109,0,133,226
0,110,1,132,225
0,111,1,132,224
0,112,1,131,224
0,113,1,130,224
0,114,0,129,223
0,115,0,128,222
0,116,0,127,221
0,117,0,127,219
0,118,0,126,218
0,119,0,126,214
0,120,0,124,213
0,121,0,123,213
0,122,1,121,210
0,123,0,119,207
0,124,1,117,205
0,125,1,116,204
0,126,1,115,201
0,127,1,114,197
1,0,113,109,157
1,1,128,129,178
1,2,111,113,160
1,3,69,62,98
1,4,93,90,130
1,5,90,86,130
1,6,92,89,137
1,7,85,69,102
1,8,68,50,80
1,9,48,44,96
1,10,59,45,88
1,11,79,45,81
1,12,79,50,83
1,13,19,24,81
1,14,26,29,92
1,15,41,46,115
1,16,72,58,126
1,17,100,77,131
1,18,46,49,132
1,19,38,61,148
1,20,114,136,212
1,21,162,186,253
1,22,163,186,253
1,23,161,185,253
1,24,163,185,254
1,25,166,185,253
1,26,161,183,250
1,27,161,181,249
1,28,168,183,248
1,29,167,181,247
1,30,160,178,244
1,31,150,173,242
1,32,132,166,240
1,33,115,161,238
1,34,108,158,236
1,35,112,159,236
1,36,107,157,234
1,37,102,155,234
1,38,103,155,235
1,39,95,152,235
1,40,88,151,233
1,41,87,151,233
1,42,78,149,232
1,43,81,149,233
1,44,90,152,233
1,45,92,152,234
1,46,88,151,234
1,47,88,151,234
1,48,88,150,235
1,49,87,151,234
1,50,84,150,234
1,51,73,148,232
1,52,55,146,231
1,53,52,144,232
1,54,58,143,230
1,55,65,145,230
1,56,76,148,231
1,57,86,150,232
1,58,87,151,232
1,59,89,150,233
1,60,87,150,233
1,61,84,149,232
1,62,85,149,233
1,63,79,146,232
1,64,69,144,230
1,65,63,143,231
1,66,59,143,230
1,67,57,143,231
1,68,65,143,231
1,69,56,142,230
1,70,47,141,230
1,71,43,140,230
1,72,29,140,229
1,73,22,140,229
1,74,6,138,228
1,75,2,138,228
1,76,1,138,229
1,77,0,138,229
1,78,1,138,229
1,79,1,139,229
1,80,1,139,230
1,81,1,139,231
1,82,0,139,231
1,83,1,140,231
1,84,1,140,232
1,85,1,141,232
1,86,1,140,232
1,87,2,141,232
1,88,1,142,232
1,89,0,143,232
1,90,1,142,231
1,91,0,142,231
1,92,0,141,230
1,93,1,141,230
1,94,0,142,230
1,95,0,143,231
1,96,1,142,230
1,97,1,141,231
1,98,1,141,230
1,99,1,140,229
1,100,1,139,230
1,101,1,139,230
1,102,3,140,230
1,103,1,141,230
1,104,0,141,230
1,105,1,139,231
1,106,1,138,230
1,107,1,137,228
1,108,0,136,228
1,109,1,136,227
1,110,0,136,226
1,111,1,134,225
1,112,1,135,225
1,113,1,134,224
1,114,1,133,224
1,115,1,132,223
1,116,1,132,223
1,117,1,131,221
1,118,0,130,218
1,119,0,129,217
1,120,0,127,214
1,121,0,126,213
1,122,0,125,211
1,123,1,123,210
1,124,1,124,209
1,125,1,121,207
1,126,1,120,203
1,127,1,117,199
2,0,90,76,116
2,1,107,87,129
2,2,108,99,145
2,3,107,103,151
2,4,95,86,126
2,5,113,98,138
2,6,145,135,177
2,7,131,124,168
2,8,66,55,98
2,9,52,43,83
2,10,56,45,86
2,11,50,40,87
2,12,77,55,97
2,13,59,38,83
2,14,35,30,89
2,15,48,49,118
2,16,50,50,120
2,17,67,58,131
2,18,42,41,113
2,19,37,51,133
2,20,17,26,124
2,21,68,89,171
2,22,143,172,238
2,23,160,186,254
2,24,157,183,254
2,25,158,183,253
2,26,162,185,252
2,27,169,185,252
2,28,177,188,251
2,29,179,188,250
2,30,172,184,248
2,31,154,176,245
2,32,143,172,244
2,33,131,168,241
2,34,115,162,239
2,35,108,159,237
2,36,110,160,237
2,37,103,157,236
2,38,101,156,236
2,39,96,155,236
2,40,89,152,234
2,41,88,153,235
2,42,84,151,235
2,43,88,153,235
2,44,96,154,236
2,45,97,154,236
2,46,89,153,236
2,47,86,152,236
2,48,95,154,237
2,49,101,156,238
2,50,94,155,237
2,51,90,155,235
2,52,87,154,235
2,53,71,149,232
2,54,73,149,232
2,55,78,151,234
2,56,85,152,234
2,57,89,153,234
2,58,90,153,234
2,59,93,153,234
2,60,92,153,234
2,61,92,151,234
2,62,90,152,234
