5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,23,90
5,21,85
5,19,77
4,19,77
4,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
5,19,77
4,19,77
5,19,77
5,19,77
5,19,77
4,18,73
4,15,64
4,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
3,14,63
4,16,61
12,58,83
5,27,61
3,10,49
3,9,48
3,9,48
3,9,48
3,9,48
18,10,61
97,11,128
94,11,125
14,9,58
3,9,48
3,9,48
3,9,48
3,9,48
5,13,54
11,39,70
17,44,73
9,52,73
12,49,75
14,58,87
6,21,46
2,6,32
1,4,30
1,4,31
154,10,168
193,11,203
193,11,203
143,10,158
1,4,30
1,4,30
1,4,30
21,41,71
29,58,101
27,74,103
12,68,83
9,47,70
11,40,68
15,42,77
18,50,88
12,39,64
12,14,38
10,2,21
193,11,200
193,10,200
193,10,200
190,11,197
4,3,16
18,14,47
44,35,91
28,54,94
23,54,95
9,45,62
9,48,77
7,47,60
13,43,74
13,44,88
16,48,102
23,44,101
37,45,108
52,41,103
159,39,197
183,41,218
190,38,223
160,40,199
60,40,112
38,46,109
24,41,96
16,45,106
26,45,112
12,43,101
12,48,98
6,36,79
9,45,97
16,49,108
14,45,101
17,47,104
20,46,103
35,45,111
84,44,146
113,48,172
108,44,166
81,43,142
36,45,111
18,45,103
17,47,105
13,46,107
20,42,106
9,44,113
9,44,98
10,48,113
10,45,107
12,48,105
14,48,105
13,46,105
19,39,103
36,42,112
69,43,135
78,45,143
81,37,142
65,45,134
31,45,111
17,41,103
13,43,104
13,50,106
12,51,108
11,47,109
10,40,105
9,49,105
9,52,107
9,44,104
11,39,102
10,41,103
18,44,107
37,36,111
61,46,136
57,43,133
62,33,128
53,43,126
42,34,112
21,46,107
15,50,107
10,45,106
9,50,109
9,51,108
10,51,104
2,7,11
1,4,10
1,6,11
2,7,12
1,3,9
1,4,10
2,6,12
8,6,15
5,4,12
2,3,10
4,4,11
5,6,13
1,5,11
0,3,10
1,4,11
2,6,11
1,5,10
1,6,10
